"LIBRARYNAME","TABLENAME","APPROXIMATEROWCOUNT"
"MW4FILE","QDDSSRC","76"
"MW4FILE","QDDSSRC","71"
"MW4FILE","QDDSSRC","50"
"MW4FILE","QDDSSRC","44"
"MW4FILE","QDDSSRC","242"
"MW4FILE","QDDSSRC","87"
"MW4FILE","QDDSSRC","84"
"MW4FILE","QDDSSRC","104"
"MW4FILE","QDDSSRC","102"
"MW4FILE","QDDSSRC","51"
"MW4FILE","QDDSSRC","78"
"MW4FILE","QDDSSRC","82"
"MW4FILE","QDDSSRC","66"
"MW4FILE","QDDSSRC","60"
"MW4FILE","QDDSSRC","64"
"MW4FILE","QDDSSRC","54"
"MW4FILE","QDDSSRC","248"
"MW4FILE","QDDSSRC","83"
"MW4FILE","QDDSSRC","84"
"MW4FILE","QDDSSRC","103"
"MW4FILE","QDDSSRC","99"
"MW4FILE","QDDSSRC","100"
"MW4FILE","QDDSSRC","96"
"MW4FILE","QDDSSRC","101"
"MW4FILE","QDDSSRC","98"
"MW4FILE","QDDSSRC","16"
"MW4FILE","QDDSSRC","27"
"MW4FILE","QDDSSRC","341"
"MW4FILE","QDDSSRC","78"
"MW4FILE","QDDSSRC","82"
"MW4FILE","QDDSSRC","66"
"MW4FILE","QDDSSRC","63"
"MW4FILE","QDDSSRC","60"
"MW4FILE","QDDSSRC","44"
"MW4FILE","QDDSSRC","38"
"MW4FILE","QDDSSRC","33"
"MW4FILE","QDDSSRC","28"
"MW4FILE","QDDSSRC","174"
"MW4FILE","QDDSSRC","35"
"MW4FILE","QDDSSRC","55"
"MW4FILE","QDDSSRC","177"
"MW4FILE","QDDSSRC","58"
"MW4FILE","QDDSSRC","112"
"MW4FILE","QDDSSRC","54"
"MW4FILE","QDDSSRC","22"
"MW4FILE","QDDSSRC","24"
"MW4FILE","QDDSSRC","24"
"MW4FILE","QDDSSRC","22"
"MW4FILE","QDDSSRC","24"
"MW4FILE","QDDSSRC","26"
"MW4FILE","QDDSSRC","35"
"MW4FILE","QDDSSRC","28"
"MW4FILE","QDDSSRC","26"
"MW4FILE","QDDSSRC","35"
"MW4FILE","QDDSSRC","31"
"MW4FILE","QDDSSRC","98"
"MW4FILE","QDDSSRC","23"
"MW4FILE","QDDSSRC","25"
"MW4FILE","QDDSSRC","25"
"MW4FILE","QDDSSRC","66"
"MW4FILE","QDDSSRC","360"
"MW4FILE","QDDSSRC","53"
"MW4FILE","QDDSSRC","49"
"MW4FILE","QDDSSRC","32"
"MW4FILE","QDDSSRC","31"
"MW4FILE","QDDSSRC","32"
"MW4FILE","QDDSSRC","37"
"MW4FILE","QDDSSRC","50"
"MW4FILE","QDDSSRC","63"
"MW4FILE","QDDSSRC","64"
"MW4FILE","QDDSSRC","374"
"MW4FILE","QDDSSRC","362"
"MW4FILE","QDDSSRC","367"
"MW4FILE","QDDSSRC","379"
"MW4FILE","QDDSSRC","379"
"MW4FILE","QDDSSRC","61"
"MW4FILE","QDDSSRC","55"
"MW4FILE","QDDSSRC","44"
"MW4FILE","QDDSSRC","52"
"MW4FILE","QDDSSRC","41"
"MW4FILE","QDDSSRC","42"
"MW4FILE","QDDSSRC","45"
"MW4FILE","QDDSSRC","24"
"MW4FILE","QDDSSRC","26"
"MW4FILE","QDDSSRC","27"
"MW4FILE","QDDSSRC","179"
"MW4FILE","QDDSSRC","28"
"MW4FILE","QDDSSRC","28"
"MW4FILE","QDDSSRC","85"
"MW4FILE","QDDSSRC","37"
"MW4FILE","QDDSSRC","116"
"MW4FILE","QDDSSRC","60"
"MW4FILE","QDDSSRC","47"
"MW4FILE","QDDSSRC","68"
"MW4FILE","QDDSSRC","297"
"MW4FILE","QDDSSRC","320"
"MW4FILE","QDDSSRC","62"
"MW4FILE","QDDSSRC","48"
"MW4FILE","QDDSSRC","53"
"MW4FILE","QDDSSRC","26"
"MW4FILE","QDDSSRC","22"
"MW4FILE","QDDSSRC","30"
"MW4FILE","QDDSSRC","26"
"MW4FILE","QDDSSRC","27"
"MW4FILE","QDDSSRC","25"
"MW4FILE","QDDSSRC","27"
"MW4FILE","QDDSSRC","16"
"MW4FILE","QDDSSRC","136"
"MW4FILE","QDDSSRC","132"
"MW4FILE","QDDSSRC","27"
"MW4FILE","QDDSSRC","31"
"MW4FILE","QDDSSRC","29"
"MW4FILE","QDDSSRC","28"
"MW4FILE","QDDSSRC","25"
"MW4FILE","QDDSSRC","33"
"MW4FILE","QDDSSRC","27"
"MW4FILE","QDDSSRC","18"
"MW4FILE","QDDSSRC","71"
"MW4FILE","QDDSSRC","65"
"MW4FILE","QDDSSRC","39"
"MW4FILE","QDDSSRC","44"
"MW4FILE","QDDSSRC","42"
"MW4FILE","QDDSSRC","52"
"MW4FILE","QDDSSRC","98"
"MW4FILE","QDDSSRC","54"
"MW4FILE","QDDSSRC","23"
"MW4FILE","QDDSSRC","65"
"MW4FILE","QDDSSRC","89"
"MW4FILE","QDDSSRC","29"
"MW4FILE","QDDSSRC","35"
"MW4FILE","QDDSSRC","98"
"MW4FILE","QDDSSRC","182"
"MW4FILE","QDDSSRC","93"
"MW4FILE","QDDSSRC","72"
"MW4FILE","QDDSSRC","74"
"MW4FILE","QDDSSRC","73"
"MW4FILE","QDDSSRC","102"
"MW4FILE","QDDSSRC","77"
"MW4FILE","QDDSSRC","75"
"MW4FILE","QDDSSRC","99"
"MW4FILE","QDDSSRC","182"
"MW4FILE","QDDSSRC","120"
"MW4FILE","QDDSSRC","420"
"MW4FILE","QDDSSRC","56"
"MW4FILE","QDDSSRC","234"
"MW4FILE","QDDSSRC","283"
"MW4FILE","QDDSSRC","90"
"MW4FILE","QDDSSRC","64"
"MW4FILE","QDDSSRC","239"
"MW4FILE","QDDSSRC","32"
"MW4FILE","QDDSSRC","34"
"MW4FILE","QDDSSRC","26"
"MW4FILE","QDDSSRC","26"
"MW4FILE","QDDSSRC","26"
"MW4FILE","QDDSSRC","34"
"MW4FILE","QDDSSRC","33"
"MW4FILE","QDDSSRC","36"
"MW4FILE","QDDSSRC","34"
"MW4FILE","QDDSSRC","36"
"MW4FILE","QDDSSRC","31"
"MW4FILE","QDDSSRC","127"
"MW4FILE","QDDSSRC","32"
"MW4FILE","QDDSSRC","27"
"MW4FILE","QDDSSRC","170"
"MW4FILE","QDDSSRC","94"
"MW4FILE","QDDSSRC","22"
"MW4FILE","QDDSSRC","99"
"MW4FILE","QDDSSRC","33"
"MW4FILE","QDDSSRC","51"
"MW4FILE","QDDSSRC","34"
"MW4FILE","QDDSSRC","39"
"MW4FILE","QDDSSRC","40"
"MW4FILE","QDDSSRC","34"
"MW4FILE","QDDSSRC","159"
"MW4FILE","QDDSSRC","30"
"MW4FILE","QDDSSRC","42"
"MW4FILE","QDDSSRC","56"
"MW4FILE","QDDSSRC","55"
"MW4FILE","QDDSSRC","55"
"MW4FILE","QDDSSRC","22"
"MW4FILE","QDDSSRC","155"
"MW4FILE","QDDSSRC","27"
"MW4FILE","QDDSSRC","28"
"MW4FILE","QDDSSRC","24"
"MW4FILE","QDDSSRC","27"
"MW4FILE","QDDSSRC","21"
"MW4FILE","QDDSSRC","24"
"MW4FILE","QDDSSRC","60"
"MW4FILE","QDDSSRC","35"
"MW4FILE","QDDSSRC","37"
"MW4FILE","QDDSSRC","41"
"MW4FILE","QDDSSRC","39"
"MW4FILE","QDDSSRC","43"
"MW4FILE","QDDSSRC","63"
"MW4FILE","QDDSSRC","130"
"MW4FILE","QDDSSRC","61"
"MW4FILE","QDDSSRC","749"
"MW4FILE","QDDSSRC","218"
"MW4FILE","QDDSSRC","99"
"MW4FILE","QDDSSRC","48"
"MW4FILE","QDDSSRC","47"
"MW4FILE","QDDSSRC","47"
"MW4FILE","QDDSSRC","487"
"MW4FILE","QDDSSRC","95"
"MW4FILE","QDDSSRC","95"
"MW4FILE","QDDSSRC","58"
"MW4FILE","QDDSSRC","71"
"MW4FILE","QDDSSRC","66"
"MW4FILE","QDDSSRC","60"
"MW4FILE","QDDSSRC","150"
"MW4FILE","QDDSSRC","158"
"MW4FILE","QDDSSRC","138"
"MW4FILE","QDDSSRC","143"
"MW4FILE","QDDSSRC","28"
"MW4FILE","QDDSSRC","141"
"MW4FILE","QDDSSRC","58"
"MW4FILE","QDDSSRC","69"
"MW4FILE","QDDSSRC","59"
"MW4FILE","QDDSSRC","27"
"MW4FILE","QDDSSRC","708"
"MW4FILE","QDDSSRC","707"
"MW4FILE","QDDSSRC","710"
"MW4FILE","QDDSSRC","31"
"MW4FILE","QDDSSRC","26"
"MW4FILE","QDDSSRC","698"
"MW4FILE","QDDSSRC","699"
"MW4FILE","QDDSSRC","700"
"MW4FILE","QDDSSRC","216"
"MW4FILE","QDDSSRC","247"
"MW4FILE","QDDSSRC","16"
"MW4FILE","QDDSSRC","99"
"MW4FILE","QDDSSRC","50"
"MW4FILE","QDDSSRC","51"
"MW4FILE","QDDSSRC","90"
"MW4FILE","QDDSSRC","90"
"MW4FILE","QDDSSRC","119"
"MW4FILE","QDDSSRC","121"
"MW4FILE","QDDSSRC","112"
"MW4FILE","QDDSSRC","113"
"MW4FILE","QDDSSRC","115"
"MW4FILE","QDDSSRC","117"
"MW4FILE","QDDSSRC","103"
"MW4FILE","QDDSSRC","19"
"MW4FILE","QDDSSRC","59"
"MW4FILE","QDDSSRC","37"
"MW4FILE","QDDSSRC","73"
"MW4FILE","QDDSSRC","61"
"MW4FILE","QDDSSRC","59"
"MW4FILE","QDDSSRC","157"
"MW4FILE","QDDSSRC","65"
"MW4FILE","QDDSSRC","117"
"MW4FILE","QDDSSRC","119"
"MW4FILE","QDDSSRC","19"
"MW4FILE","QDDSSRC","29"
"MW4FILE","QDDSSRC","94"
"MW4FILE","QDDSSRC","152"
"MW4FILE","QDDSSRC","31"
"MW4FILE","QDDSSRC","26"
"MW4FILE","QDDSSRC","33"
"MW4FILE","QDDSSRC","107"
"MW4FILE","QDDSSRC","30"
"MW4FILE","QDDSSRC","28"
"MW4FILE","QDDSSRC","32"
"MW4FILE","QDDSSRC","26"
"MW4FILE","QDDSSRC","40"
"MW4FILE","QDDSSRC","34"
"MW4FILE","QDDSSRC","67"
"MW4FILE","QDDSSRC","51"
"MW4FILE","QDDSSRC","65"
"MW4FILE","QDDSSRC","32"
"MW4FILE","QDDSSRC","75"
"MW4FILE","QDDSSRC","28"
"MW4FILE","QDDSSRC","29"
"MW4FILE","QDDSSRC","31"
"MW4FILE","QDDSSRC","22"
"MW4FILE","QDDSSRC","125"
"MW4FILE","QDDSSRC","35"
"MW4FILE","QDDSSRC","134"
"MW4FILE","QDDSSRC","130"
"MW4FILE","QDDSSRC","84"
"MW4FILE","QDDSSRC","133"
"MW4FILE","QDDSSRC","35"
"MW4FILE","QDDSSRC","30"
"MW4FILE","QDDSSRC","118"
"MW4FILE","QDDSSRC","27"
"MW4FILE","QDDSSRC","326"
"MW4FILE","QDDSSRC","237"
"MW4FILE","QDDSSRC","68"
"MW4FILE","QDDSSRC","109"
"MW4FILE","QDDSSRC","63"
"MW4FILE","QDDSSRC","80"
"MW4FILE","QDDSSRC","245"
"MW4FILE","QDDSSRC","82"
"MW4FILE","QDDSSRC","98"
"MW4FILE","QDDSSRC","49"
"MW4FILE","QDDSSRC","224"
"MW4FILE","QDDSSRC","214"
"MW4FILE","QDDSSRC","69"
"MW4FILE","QDDSSRC","216"
"MW4FILE","QDDSSRC","133"
"MW4FILE","QDDSSRC","50"
"MW4FILE","QDDSSRC","68"
"MW4FILE","QDDSSRC","39"
"MW4FILE","QDDSSRC","63"
"MW4FILE","QDDSSRC","31"
"MW4FILE","QDDSSRC","39"
"MW4FILE","QDDSSRC","35"
"MW4FILE","QDDSSRC","37"
"MW4FILE","QDDSSRC","34"
"MW4FILE","QDDSSRC","28"
"MW4FILE","QDDSSRC","28"
"MW4FILE","QDDSSRC","34"
"MW4FILE","QDDSSRC","28"
"MW4FILE","QDDSSRC","22"
"MW4FILE","QDDSSRC","36"
"MW4FILE","QDDSSRC","65"
"MW4FILE","QDDSSRC","61"
"MW4FILE","QDDSSRC","86"
"MW4FILE","QDDSSRC","95"
"MW4FILE","QDDSSRC","36"
"MW4FILE","QDDSSRC","28"
"MW4FILE","QDDSSRC","33"
"MW4FILE","QDDSSRC","124"
"MW4FILE","QDDSSRC","126"
"MW4FILE","QDDSSRC","29"
"MW4FILE","QDDSSRC","132"
"MW4FILE","QDDSSRC","49"
"MW4FILE","QDDSSRC","55"
"MW4FILE","QDDSSRC","29"
"MW4FILE","QDDSSRC","94"
"MW4FILE","QDDSSRC","49"
"MW4FILE","QDDSSRC","22"
"MW4FILE","QDDSSRC","25"
"MW4FILE","QDDSSRC","29"
"MW4FILE","QDDSSRC","28"
"MW4FILE","QDDSSRC","55"
"MW4FILE","QDDSSRC","26"
"MW4FILE","QDDSSRC","124"
"MW4FILE","QDDSSRC","83"
"MW4FILE","QDDSSRC","116"
"MW4FILE","QDDSSRC","62"
"MW4FILE","QDDSSRC","39"
"MW4FILE","QDDSSRC","90"
"MW4FILE","QDDSSRC","223"
"MW4FILE","QDDSSRC","43"
"MW4FILE","QDDSSRC","177"
"MW4FILE","QDDSSRC","175"
"MW4FILE","QDDSSRC","74"
"MW4FILE","QDDSSRC","72"
"MW4FILE","QDDSSRC","448"
"MW4FILE","QDDSSRC","63"
"MW4FILE","QDDSSRC","31"
"MW4FILE","QDDSSRC","63"
"MW4FILE","QDDSSRC","70"
"MW4FILE","QDDSSRC","112"
"MW4FILE","QDDSSRC","31"
"MW4FILE","QDDSSRC","33"
"MW4FILE","QDDSSRC","27"
"MW4FILE","QDDSSRC","139"
"MW4FILE","QDDSSRC","233"
"MW4FILE","QDDSSRC","217"
"MW4FILE","QDDSSRC","74"
"MW4FILE","QDDSSRC","37"
"MW4FILE","QDDSSRC","91"
"MW4FILE","QDDSSRC","27"
"MW4FILE","QDDSSRC","29"
"MW4FILE","QDDSSRC","114"
"MW4FILE","QDDSSRC","28"
"MW4FILE","QDDSSRC","461"
"MW4FILE","QDDSSRC","20"
"MW4FILE","QDDSSRC","134"
"MW4FILE","QDDSSRC","37"
"MW4FILE","QDDSSRC","30"
"MW4FILE","QDDSSRC","19"
"MW4FILE","QDDSSRC","21"
"MW4FILE","QDDSSRC","21"
"MW4FILE","QDDSSRC","66"
"MW4FILE","QDDSSRC","68"
"MW4FILE","QDDSSRC","76"
"MW4FILE","QDDSSRC","106"
"MW4FILE","QDDSSRC","334"
"MW4FILE","QDDSSRC","27"
"MW4FILE","QDDSSRC","130"
"MW4FILE","QDDSSRC","80"
"MW4FILE","QDDSSRC","79"
"MW4FILE","QDDSSRC","76"
"MW4FILE","QDDSSRC","48"
"MW4FILE","QDDSSRC","151"
"MW4FILE","QDDSSRC","157"
"MW4FILE","QDDSSRC","47"
"MW4FILE","QDDSSRC","48"
"MW4FILE","QDDSSRC","341"
"MW4FILE","QDDSSRC","33"
"MW4FILE","QDDSSRC","33"
"MW4FILE","QDDSSRC","50"
"MW4FILE","QDDSSRC","40"
"MW4FILE","QDDSSRC","384"
"MW4FILE","QDDSSRC","39"
"MW4FILE","QDDSSRC","37"
"MW4FILE","QDDSSRC","24"
"MW4FILE","QDDSSRC","165"
"MW4FILE","QDDSSRC","32"
"MW4FILE","QDDSSRC","22"
"MW4FILE","QDDSSRC","101"
"MW4FILE","QDDSSRC","28"
"MW4FILE","QDDSSRC","26"
"MW4FILE","QDDSSRC","26"
"MW4FILE","QDDSSRC","26"
"MW4FILE","QDDSSRC","100"
"MW4FILE","QDDSSRC","99"
"MW4FILE","QDDSSRC","83"
"MW4FILE","QDDSSRC","25"
"MW4FILE","QDDSSRC","26"
"MW4FILE","QDDSSRC","27"
"MW4FILE","QDDSSRC","272"
"MW4FILE","QDDSSRC","153"
"MW4FILE","QDDSSRC","159"
"MW4FILE","QDDSSRC","79"
"MW4FILE","QDDSSRC","130"
"MW4FILE","QDDSSRC","447"
"MW4FILE","QDDSSRC","67"
"MW4FILE","QDDSSRC","29"
"MW4FILE","QDDSSRC","29"
"MW4FILE","QDDSSRC","32"
"MW4FILE","QDDSSRC","28"
"MW4FILE","QDDSSRC","32"
"MW4FILE","QDDSSRC","35"
"MW4FILE","QDDSSRC","30"
"MW4FILE","QDDSSRC","32"
"MW4FILE","QDDSSRC","38"
"MW4FILE","QDDSSRC","31"
"MW4FILE","QDDSSRC","31"
"MW4FILE","QDDSSRC","35"
"MW4FILE","QDDSSRC","679"
"MW4FILE","QDDSSRC","133"
"MW4FILE","QDDSSRC","130"
"MW4FILE","QDDSSRC","131"
"MW4FILE","QDDSSRC","289"
"MW4FILE","QDDSSRC","280"
"MW4FILE","QDDSSRC","42"
"MW4FILE","QDDSSRC","39"
"MW4FILE","QDDSSRC","39"
"MW4FILE","QDDSSRC","105"
"MW4FILE","QDDSSRC","40"
"MW4FILE","QDDSSRC","91"
"MW4FILE","QDDSSRC","27"
"MW4FILE","QDDSSRC","28"
"MW4FILE","QDDSSRC","30"
"MW4FILE","QDDSSRC","30"
"MW4FILE","QDDSSRC","27"
"MW4FILE","QDDSSRC","33"
"MW4FILE","QDDSSRC","60"
"MW4FILE","QDDSSRC","62"
"MW4FILE","QDDSSRC","62"
"MW4FILE","QDDSSRC","48"
"MW4FILE","QDDSSRC","24"
"MW4FILE","QDDSSRC","23"
"MW4FILE","QDDSSRC","133"
"MW4FILE","QDDSSRC","30"
"MW4FILE","QDDSSRC","159"
"MW4FILE","QDDSSRC","78"
"MW4FILE","QDDSSRC","205"
"MW4FILE","QDDSSRC","30"
"MW4FILE","QDDSSRC","36"
"MW4FILE","QDDSSRC","18"
"MW4FILE","QDDSSRC","22"
"MW4FILE","QDDSSRC","29"
"MW4FILE","QDDSSRC","20"
"MW4FILE","QDDSSRC","23"
"MW4FILE","QDDSSRC","33"
"MW4FILE","QDDSSRC","41"
"MW4FILE","QDDSSRC","79"
"MW4FILE","QDDSSRC","94"
"MW4FILE","QDDSSRC","32"
"MW4FILE","QDDSSRC","31"
"MW4FILE","QDDSSRC","94"
"MW4FILE","QDDSSRC","93"
"MW4FILE","QDDSSRC","93"
"MW4FILE","QDDSSRC","103"
"MW4FILE","QDDSSRC","26"
"MW4FILE","QDDSSRC","76"
"MW4FILE","QDDSSRC","22"
"MW4FILE","QDDSSRC","48"
"MW4FILE","QDDSSRC","30"
"MW4FILE","QDDSSRC","52"
"MW4FILE","QDDSSRC","60"
"MW4FILE","QDDSSRC","30"
"MW4FILE","QDDSSRC","32"
"MW4FILE","QDDSSRC","28"
"MW4FILE","QDDSSRC","30"
"MW4FILE","QDDSSRC","28"
"MW4FILE","QDDSSRC","30"
"MW4FILE","QDDSSRC","255"
"MW4FILE","QDDSSRC","39"
"MW4FILE","QDDSSRC","69"
"MW4FILE","QDDSSRC","24"
"MW4FILE","QDDSSRC","89"
"MW4FILE","QDDSSRC","26"
"MW4FILE","QDDSSRC","60"
"MW4FILE","QDDSSRC","67"
"MW4FILE","QDDSSRC","64"
"MW4FILE","QDDSSRC","30"
"MW4FILE","QDDSSRC","31"
"MW4FILE","QDDSSRC","32"
"MW4FILE","QDDSSRC","27"
"MW4FILE","QDDSSRC","68"
"MW4FILE","QDDSSRC","78"
"MW4FILE","QDDSSRC","57"
"MW4FILE","QDDSSRC","78"
"MW4FILE","QDDSSRC","76"
"MW4FILE","QDDSSRC","70"
"MW4FILE","QDDSSRC","68"
"MW4FILE","QDDSSRC","25"
"MW4FILE","QDDSSRC","26"
"MW4FILE","QDDSSRC","53"
"MW4FILE","QDDSSRC","78"
"MW4FILE","QDDSSRC","39"
"MW4FILE","QDDSSRC","119"
"MW4FILE","QDDSSRC","32"
"MW4FILE","QDDSSRC","31"
"MW4FILE","QDDSSRC","55"
"MW4FILE","QDDSSRC","34"
"MW4FILE","QDDSSRC","26"
"MW4FILE","QDDSSRC","23"
"MW4FILE","QDDSSRC","403"
"MW4FILE","QDDSSRC","64"
"MW4FILE","QDDSSRC","22"
"MW4FILE","QDDSSRC","31"
"MW4FILE","QDDSSRC","34"
"MW4FILE","QDDSSRC","39"
"MW4FILE","QDDSSRC","37"
"MW4FILE","QDDSSRC","229"
"MW4FILE","QDDSSRC","46"
"MW4FILE","QDDSSRC","411"
"MW4FILE","QDDSSRC","316"
"MW4FILE","QDDSSRC","92"
"MW4FILE","QDDSSRC","74"
"MW4FILE","QDDSSRC","25"
"MW4FILE","QDDSSRC","411"
"MW4FILE","QDDSSRC","313"
"MW4FILE","QDDSSRC","311"
"MW4FILE","QDDSSRC","89"
"MW4FILE","QDDSSRC","94"
"MW4FILE","QDDSSRC","91"
"MW4FILE","QDDSSRC","87"
"MW4FILE","QDDSSRC","87"
"MW4FILE","QDDSSRC","85"
"MW4FILE","QDDSSRC","27"
"MW4FILE","QDDSSRC","30"
"MW4FILE","QDDSSRC","70"
"MW4FILE","QDDSSRC","36"
"MW4FILE","QDDSSRC","41"
"MW4FILE","QDDSSRC","35"
"MW4FILE","QDDSSRC","327"
"MW4FILE","QDDSSRC","72"
"MW4FILE","QDDSSRC","61"
"MW4FILE","QDDSSRC","37"
"MW4FILE","QDDSSRC","35"
"MW4FILE","QDDSSRC","132"
"MW4FILE","QDDSSRC","392"
"MW4FILE","QDDSSRC","30"
"MW4FILE","QDDSSRC","118"
"MW4FILE","QDDSSRC","65"
"MW4FILE","QDDSSRC","71"
"MW4FILE","QDDSSRC","22"
"MW4FILE","QDDSSRC","93"
"MW4FILE","QDDSSRC","317"
"MW4FILE","QDDSSRC","394"
"MW4FILE","QDDSSRC","40"
"MW4FILE","QDDSSRC","41"
"MW4FILE","QDDSSRC","24"
"MW4FILE","QDDSSRC","29"
"MW4FILE","QDDSSRC","57"
"MW4FILE","QDDSSRC","59"
"MW4FILE","QDDSSRC","61"
"MW4FILE","QDDSSRC","36"
"MW4FILE","QDDSSRC","44"
"MW4FILE","QDDSSRC","37"
"MW4FILE","QDDSSRC","330"
"MW4FILE","QDDSSRC","117"
"MW4FILE","QDDSSRC","153"
"MW4FILE","QDDSSRC","158"
"MW4FILE","QDDSSRC","46"
"MW4FILE","QDDSSRC","42"
"MW4FILE","QDDSSRC","62"
"MW4FILE","QDDSSRC","51"
"MW4FILE","QDDSSRC","33"
"MW4FILE","QDDSSRC","35"
"MW4FILE","QDDSSRC","28"
"MW4FILE","QDDSSRC","42"
"MW4FILE","QDDSSRC","502"
"MW4FILE","QDDSSRC","147"
"MW4FILE","QDDSSRC","28"
"MW4FILE","QDDSSRC","29"
"MW4FILE","QDDSSRC","28"
"MW4FILE","QDDSSRC","117"
"MW4FILE","QDDSSRC","30"
"MW4FILE","QDDSSRC","23"
"MW4FILE","QDDSSRC","181"
"MW4FILE","QDDSSRC","257"
"MW4FILE","QDDSSRC","254"
"MW4FILE","QDDSSRC","253"
"MW4FILE","QDDSSRC","247"
"MW4FILE","QDDSSRC","273"
"MW4FILE","QDDSSRC","267"
"MW4FILE","QDDSSRC","57"
"MW4FILE","QDDSSRC","32"
"MW4FILE","QDDSSRC","76"
"MW4FILE","QDDSSRC","78"
"MW4FILE","QDDSSRC","26"
"MW4FILE","QDDSSRC","25"
"MW4FILE","QDDSSRC","24"
"MW4FILE","QDDSSRC","28"
"MW4FILE","QDDSSRC","27"
"MW4FILE","QDDSSRC","50"
"MW4FILE","QDDSSRC","86"
"MW4FILE","QDDSSRC","137"
"MW4FILE","QDDSSRC","28"
"MW4FILE","QDDSSRC","26"
"MW4FILE","QDDSSRC","28"
"MW4FILE","QDDSSRC","27"
"MW4FILE","QDDSSRC","29"
"MW4FILE","QDDSSRC","27"
"MW4FILE","QDDSSRC","80"
"MW4FILE","QDDSSRC","84"
"MW4FILE","QDDSSRC","49"
"MW4FILE","QDDSSRC","49"
"MW4FILE","QDDSSRC","129"
"MW4FILE","QDDSSRC","228"
"MW4FILE","QDDSSRC","80"
"MW4FILE","QDDSSRC","26"
"MW4FILE","QDDSSRC","29"
"MW4FILE","QDDSSRC","30"
"MW4FILE","QDDSSRC","130"
"MW4FILE","QDDSSRC","38"
"MW4FILE","QDDSSRC","26"
"MW4FILE","QDDSSRC","31"
"MW4FILE","QDDSSRC","23"
"MW4FILE","QDDSSRC","93"
"MW4FILE","QDDSSRC","38"
"MW4FILE","QDDSSRC","91"
"MW4FILE","QDDSSRC","33"
"MW4FILE","QDDSSRC","43"
"MW4FILE","QDDSSRC","21"
"MW4FILE","QDDSSRC","51"
"MW4FILE","QDDSSRC","33"
"MW4FILE","QDDSSRC","38"
"MW4FILE","QDDSSRC","67"
"MW4FILE","QDDSSRC","215"
"MW4FILE","QDDSSRC","33"
"MW4FILE","QDDSSRC","113"
"MW4FILE","QDDSSRC","27"
"MW4FILE","QDDSSRC","31"
"MW4FILE","QDDSSRC","95"
"MW4FILE","QDDSSRC","26"
"MW4FILE","QDDSSRC","29"
"MW4FILE","QDDSSRC","25"
"MW4FILE","QDDSSRC","18"
"MW4FILE","QDDSSRC","148"
"MW4FILE","QDDSSRC","46"
"MW4FILE","QDDSSRC","97"
"MW4FILE","QDDSSRC","282"
"MW4FILE","QDDSSRC","99"
"MW4FILE","QDDSSRC","44"
"MW4FILE","QDDSSRC","27"
"MW4FILE","QDDSSRC","443"
"MW4FILE","QDDSSRC","18"
"MW4FILE","QDDSSRC","63"
"MW4FILE","QDDSSRC","150"
"MW4FILE","QDDSSRC","46"
"MW4FILE","QDDSSRC","46"
"MW4FILE","QDDSSRC","43"
"MW4FILE","QDDSSRC","60"
"MW4FILE","QDDSSRC","44"
"MW4FILE","QDDSSRC","63"
"MW4FILE","QDDSSRC","143"
"MW4FILE","QDDSSRC","143"
"MW4FILE","QDDSSRC","143"
"MW4FILE","QDDSSRC","43"
"MW4FILE","QDDSSRC","32"
"MW4FILE","QDDSSRC","556"
"MW4FILE","QDDSSRC","558"
"MW4FILE","QDDSSRC","76"
"MW4FILE","QDDSSRC","457"
"MW4FILE","QDDSSRC","60"
"MW4FILE","QDDSSRC","27"
"MW4FILE","QDDSSRC","536"
"MW4FILE","QDDSSRC","538"
"MW4FILE","QDDSSRC","532"
"MW4FILE","QDDSSRC","534"
"MW4FILE","QDDSSRC","29"
"MW4FILE","QDDSSRC","20"
"MW4FILE","QDDSSRC","376"
"MW4FILE","QDDSSRC","35"
"MW4FILE","QDDSSRC","31"
"MW4FILE","QDDSSRC","84"
"MW4FILE","QDDSSRC","59"
"MW4FILE","QDDSSRC","48"
"MW4FILE","QDDSSRC","29"
"MW4FILE","QDDSSRC","77"
"MW4FILE","QDDSSRC","447"
"MW4FILE","QDDSSRC","255"
"MW4FILE","QDDSSRC","44"
"MW4FILE","QDDSSRC","447"
"MW4FILE","QDDSSRC","447"
"MW4FILE","QDDSSRC","96"
"MW4FILE","QDDSSRC","77"
"MW4FILE","QDDSSRC","75"
"MW4FILE","QDDSSRC","30"
"MW4FILE","QDDSSRC","65"
"MW4FILE","QDDSSRC","144"
"MW4FILE","QDDSSRC","91"
"MW4FILE","QDDSSRC","79"
"MW4FILE","QDDSSRC","31"
"MW4FILE","QDDSSRC","58"
"MW4FILE","QDDSSRC","29"
"MW4FILE","QDDSSRC","106"
"MW4FILE","QDDSSRC","107"
"MW4FILE","QDDSSRC","105"
"MW4FILE","QDDSSRC","133"
"MW4FILE","QDDSSRC","26"
"MW4FILE","QDDSSRC","74"
"MW4FILE","QDDSSRC","36"
"MW4FILE","QDDSSRC","71"
"MW4FILE","QDDSSRC","80"
"MW4FILE","QDDSSRC","130"
"MW4FILE","QDDSSRC","68"
"MW4FILE","QDDSSRC","128"
"MW4FILE","QDDSSRC","43"
"MW4FILE","QDDSSRC","135"
"MW4FILE","QDDSSRC","102"
"MW4FILE","QDDSSRC","21"
"MW4FILE","QDDSSRC","240"
"MW4FILE","QDDSSRC","66"
"MW4FILE","QDDSSRC","26"
