BDPONO_PurchaseOrderNumber,BDVNDR_VendorCode,VNAME_VendorName,BDRECD_RecordFlag,BDITEM_ItemNumber,BDCRTD_CreationDate,BDRPDATE_RequiredDate,BDOQOO_QuantityOrdered,BDIUOM_UnitOfMeasure,BDCQOO_ConfirmedQuantity,BDOOQ_OtherOrderedQuantity,BDTIQR_TimeInQueue,BDPOCDATE_PurchaseOrderDate,BDRCCDATE_ReceiptConfirmationDate
500040,114,"PLYMOUTH TUBE COMPANY              ",C,50076,"4.500 2.962 .769 4130 P110 QT      ",20131101,660.000,"FT ",0.000,20000.000,0.000,20130812,0
500034,114,"PLYMOUTH TUBE COMPANY              ",C,50078,"4.500 3.250 .625 4130 LN80 QT      ",20131101,411.334,"FT ",0.000,411.334,411.333,20130812,20131024
500034,114,"PLYMOUTH TUBE COMPANY              ",C,50078,"4.500 3.250 .625 4130 LN80 QT      ",20131101,380.000,"FT ",0.000,10000.000,0.000,20130812,0
518805,130,"METALLUS                           ",A,50081,"4.750 2.250 1.250 HF 4140 LN80 QT  ",20250526,420.000,"FT ",420.000,20000.000,0.000,20250314,0
517909,474,"ARTROM STEEL TUBES SA              ",C,50081,"4.750 2.250 1.250 HF 4140 LN80 QT  ",20241215,240.000,"FT ",0.000,11000.000,246.417,20240815,20241218
516489,177,"TENARIS GLOBAL SERVICES            ",C,50082,"4.750 2.750 1.000 HF 4140 LN80 QT  ",20240118,560.000,"FT ",0.000,22055.000,613.750,20230711,20240119
513964,130,"METALLUS                           ",C,50082,"4.750 2.750 1.000 HF 4140 LN80 QT  ",20230213,500.000,"FT ",0.000,20000.000,0.000,20220308,0
513505,177,"TENARIS GLOBAL SERVICES            ",C,50082,"4.750 2.750 1.000 HF 4140 LN80 QT  ",20221021,1000.000,"FT ",0.000,40000.000,1308.833,20220107,20221019
500043,114,"PLYMOUTH TUBE COMPANY              ",C,50082,"4.750 2.750 1.000 4140 LN80 QT     ",20131101,1018.251,"FT ",0.000,20000.000,0.000,20130812,0
500043,114,"PLYMOUTH TUBE COMPANY              ",C,50082,"4.750 2.750 1.000 4140 LN80 QT     ",20131101,538.251,"FT ",0.000,538.251,538.250,20130812,20131023
514930,177,"TENARIS GLOBAL SERVICES            ",C,50083,"4.750 3.500 .625 HF 4140 125KSI QT ",20230228,1460.000,"FT ",0.000,40000.000,1702.084,20220608,20230406
512783,177,"TENARIS GLOBAL SERVICES            ",C,50083,"4.750 3.500 .625 HF 4140 125K QT   ",20220729,1440.000,"FT ",0.000,39683.000,1717.750,20211011,20220815
517942,177,"TENARIS GLOBAL SERVICES            ",C,50084,"5.000 3.000 1.000 HF 4130 LN80 QT  ",20250213,460.000,"FT ",0.000,20000.000,457.751,20240822,20250227
513715,130,"METALLUS                           ",C,50084,"5.000 3.000 1.000 HF 4130 LN80 QT  ",20221003,460.000,"FT ",0.000,20000.000,0.000,20220208,0
518095,177,"TENARIS GLOBAL SERVICES            ",C,50085,"5.000 3.250 .875 HF 4140 125KSI QT ",20250408,520.000,"FT ",0.000,20000.000,559.916,20240926,20250328
513417,177,"TENARIS GLOBAL SERVICES            ",C,50085,"5.000 3.250 .875 HF 4140 P110 QT   ",20220918,520.000,"FT ",0.000,20000.000,562.499,20211222,20221004
518247,130,"METALLUS                           ",C,50086,"5.000 3.500 .750 HF 4140 125KSI QT ",20250115,580.000,"FT ",0.000,20000.000,590.334,20241025,20250110
517381,474,"ARTROM STEEL TUBES SA              ",C,50086,"5.000 3.500 .750 HF 4140 125KSI QT ",20240805,300.000,"FT ",0.000,10000.000,298.750,20240325,20240730
512811,130,"METALLUS                           ",C,50086,"5.000 3.500 .750 HF 4140 P110 QT   ",20220926,580.000,"FT ",0.000,20000.000,623.750,20211013,20220928
514765,177,"TENARIS GLOBAL SERVICES            ",C,50087,"5.000 3.750 .625 HF 4140 125KSI QT ",20230220,1140.000,"FT ",0.000,33075.000,1323.917,20220520,20230501
513598,177,"TENARIS GLOBAL SERVICES            ",C,50087,"5.000 3.750 .625 HF 4140 125KSI QT ",20221231,980.000,"FT ",0.000,28648.000,979.332,20220121,20221222
515048,474,"ARTROM STEEL TUBES SA              ",C,50088,"5.000 4.000 .500 HF 4140 125KSI QT ",20221021,920.000,"FT ",0.000,22046.000,915.916,20220630,20221115
513103,177,"TENARIS GLOBAL SERVICES            ",C,50089,"8.000 5.500 1.25  HF 4140 LN80 QT  ",20220708,240.000,"FT ",0.000,22050.000,277.584,20211115,20220801
518520,130,"METALLUS                           ",C,50090,8.000 5.750 1.125 HF 4140 125KSI QT,20250407,240.000,"FT ",0.000,20000.000,261.251,20250110,20250324
518391,474,"ARTROM STEEL TUBES SA              ",A,50090,8.000 5.750 1.125 HF 4140 125KSI QT,20250430,240.000,"FT ",240.000,20000.000,0.000,20241204,0
517390,130,"METALLUS                           ",C,50090,8.000 5.750 1.125 HF 4140 125KSI QT,20240624,240.000,"FT ",0.000,20000.000,222.834,20240326,20240624
514769,177,"TENARIS GLOBAL SERVICES            ",C,50090,8.000 5.750 1.125 HF 4140 125KSI QT,20230130,1460.000,"FT ",0.000,120000.000,1415.248,20220520,20230127
514688,177,"TENARIS GLOBAL SERVICES            ",C,50090,8.000 5.750 1.125 HF 4140 125KSI QT,20230531,480.000,"FT ",0.000,40000.000,422.168,20220512,20230516
513875,177,"TENARIS GLOBAL SERVICES            ",C,50090,8.000 5.750 1.125 HF 4140 125KSI QT,20230131,480.000,"FT ",0.000,40000.000,525.165,20220228,20230131
512072,130,"METALLUS                           ",C,50090,"8.000 5.750 1.125 HF 4140 125K QT  ",20220228,480.000,"FT ",0.000,40000.000,425.001,20210623,20220321
514689,177,"TENARIS GLOBAL SERVICES            ",C,50091,"8.000 6.500 .75 HF 4140 125KSI QT  ",20221231,2060.000,"FT ",0.000,120000.000,2137.333,20220512,20230105
513719,130,"METALLUS                           ",C,50091,"8.000 6.500 .75 HF 4140 125KSI QT  ",20221010,680.000,"FT ",0.000,40000.000,0.000,20220208,0
512588,177,"TENARIS GLOBAL SERVICES            ",C,50091,"8.000 6.500 .75 HF 4140 P110 QT    ",20220725,680.000,"FT ",0.000,39903.670,696.835,20210910,20220627
517786,474,"ARTROM STEEL TUBES SA              ",C,50092,"8.500 4.500 2.00 HF 4140 125KSI QT ",20241215,280.000,"FT ",0.000,40000.000,265.917,20240703,20250307
517303,474,"ARTROM STEEL TUBES SA              ",C,50092,"8.500 4.500 2.00 HF 4140 125KSI QT ",20240805,140.000,"FT ",0.000,20000.000,161.916,20240306,20240801
516197,474,"ARTROM STEEL TUBES SA              ",C,50092,"8.500 4.500 2.00 HF 4140 125KSI QT ",20230830,280.000,"FT ",0.000,40000.000,279.582,20230413,20231009
516090,474,"ARTROM STEEL TUBES SA              ",C,50092,8.500 4.500 2.000 HF 4140 125KSI QT,20230830,140.000,"FT ",0.000,20000.000,161.167,20230315,20230824
515022,474,"ARTROM STEEL TUBES SA              ",C,50092,"8.500 4.500 2.00 HF 4140 125KSI QT ",20221209,280.000,"FT ",0.000,40000.000,333.416,20220623,20221214
514868,130,"METALLUS                           ",C,50092,"8.500 4.500 2.00 HF 4140 P110 QT   ",20221230,140.000,"FT ",0.000,20000.000,0.000,20220603,0
513409,474,"ARTROM STEEL TUBES SA              ",C,50092,"8.500 4.500 2.00 HF 4140 125KSI QT ",20220718,160.000,"FT ",0.000,22046.000,172.416,20211222,20220714
517994,130,"METALLUS                           ",C,50093,"8.500 5.000 1.75 HF 4140 LN80 QT   ",20241125,160.000,"FT ",0.000,20000.000,155.917,20240906,20241203
513968,130,"METALLUS                           ",C,50093,"8.500 5.000 1.75 HF 4140 LN80 QT   ",20230213,321.333,"FT ",0.000,40000.000,0.000,20220308,0
512467,130,"METALLUS                           ",C,50093,"8.500 5.000 1.75 HF 4140 LN80 QT   ",20220624,160.000,"FT ",0.000,20000.000,154.499,20210819,20220627
514676,177,"TENARIS GLOBAL SERVICES            ",C,50094,"8.500 5.500 1.5 HF 4140 LN80 QT    ",20230131,200.000,"FT ",0.000,22084.000,275.332,20220512,20230208
513967,130,"METALLUS                           ",C,50094,"8.500 5.500 1.500 HF 4140 LN80 QT  ",20221114,360.000,"FT ",0.000,40000.000,0.000,20220308,0
513511,177,"TENARIS GLOBAL SERVICES            ",C,50094,"8.500 5.500 1.5 HF 4140 LN80 QT    ",20221023,180.000,"FT ",0.000,20000.000,201.333,20220107,20221031
512666,177,"TENARIS GLOBAL SERVICES            ",C,50094,"8.500 5.500 1.5 HF 4140 LN80 QT    ",20220725,200.000,"FT ",0.000,22046.200,275.500,20210923,20220705
514484,177,"TENARIS GLOBAL SERVICES            ",C,50095,"8.500 5.500 1.5 HF 4140 125KSI QT  ",20230131,720.000,"FT ",0.000,80000.000,709.335,20220422,20230223
512955,177,"TENARIS GLOBAL SERVICES            ",C,50095,"8.500 5.500 1.5 HF 4140 125KSI QT  ",20220831,352.000,"FT ",0.000,40000.000,418.333,20211102,20220818
515018,130,"METALLUS                           ",C,50096,"8.500 6.000 1.25 HF 4140 125KSI QT ",20230206,410.000,"FT ",0.000,40000.000,405.333,20220623,20230209
512776,177,"TENARIS GLOBAL SERVICES            ",C,50096,"8.500 6.000 1.25 HF 4140 P110 QT   ",20220815,420.000,"FT ",0.000,40000.000,409.583,20211011,20220721
518329,474,"ARTROM STEEL TUBES SA              ",C,50097,8.500 6.250 1.125 HF 4140 125KSI QT,20250228,216.000,"FT ",0.000,20000.000,228.416,20241115,20250311
517658,177,"TENARIS GLOBAL SERVICES            ",C,50097,8.500 6.250 1.125 HF 4140 125KSI QT,20241130,221.833,"FT ",0.000,20000.000,240.250,20240603,20250214
515636,177,"TENARIS GLOBAL SERVICES            ",C,50097,8.500 6.250 1.125 HF 4140 125KSI QT,20230909,340.000,"FT ",0.000,30000.000,348.167,20221111,20230925
513518,130,"METALLUS                           ",C,50097,8.500 6.250 1.125 HF 4140 125KSI QT,20221128,220.000,"FT ",0.000,20000.000,258.834,20220107,20221129
512957,177,"TENARIS GLOBAL SERVICES            ",C,50097,8.500 6.250 1.125 HF 4140 125KSI QT,20220930,224.000,"FT ",0.000,20000.000,301.499,20211102,20220912
518197,177,"TENARIS GLOBAL SERVICES            ",C,50098,"8.500 6.750 .875 HF 4140 125KSI QT ",20250408,280.000,"FT ",0.000,20000.000,307.501,20241016,20250328
517659,177,"TENARIS GLOBAL SERVICES            ",C,50098,"8.500 6.750 .875 HF 4140 125KSI QT ",20241130,320.000,"FT ",0.000,23315.000,326.751,20240603,20241202
513850,474,"ARTROM STEEL TUBES SA              ",C,50098,"8.500 6.750 .875 HF 4140 125KSI QT ",20221015,310.000,"FT ",0.000,22000.000,323.666,20220225,20221116
513554,130,"METALLUS                           ",C,50098,"8.500 6.750 .875 HF 4140 125KSI QT ",20221121,560.000,"FT ",0.000,40000.000,583.668,20220113,20221122
514814,474,"ARTROM STEEL TUBES SA              ",C,50100,"8.750 5.750 1.5 HF 4140 125KSI QT  ",20220831,680.000,"FT ",0.000,80000.000,766.834,20220526,20221116
514770,177,"TENARIS GLOBAL SERVICES            ",C,50100,"8.750 5.750 1.5 HF 4140 125KSI QT  ",20230131,340.000,"FT ",0.000,40000.000,401.999,20220520,20230323
513400,177,"TENARIS GLOBAL SERVICES            ",C,50100,"8.750 5.750 1.5 HF 4140 125KSI QT  ",20220731,180.000,"FT ",0.000,22000.000,182.833,20211222,20220818
513018,177,"TENARIS GLOBAL SERVICES            ",C,50100,"8.750 5.750 1.5 HF 4140 125KSI QT  ",20220731,180.000,"FT ",0.000,22000.000,215.083,20211108,20220801
518449,474,"ARTROM STEEL TUBES SA              ",A,50101,"9.000 5.000 2.00 HF 4140 LN80 QT   ",20250430,140.000,"FT ",140.000,20000.000,0.000,20241218,0
514118,130,"METALLUS                           ",C,50101,"9.000 5.000 2.00 HF 4140 LN80 QT   ",20221101,140.000,"FT ",0.000,20000.000,0.000,20220322,0
512745,130,"METALLUS                           ",C,50101,"9.000 5.000 2.00 HF 4140 LN80 QT   ",20220711,141.167,"FT ",0.000,20000.000,150.502,20211006,20220706
517973,177,"TENARIS GLOBAL SERVICES            ",C,50102,9.000 7.000 1.000 HF 4140 125KIS QT,20250206,520.000,"FT ",0.000,44000.000,461.500,20240829,20250210
517752,130,"METALLUS                           ",C,50102,9.000 7.000 1.000 HF 4140 125KSI QT,20240927,460.000,"FT ",0.000,40000.000,389.416,20240625,20240923
513810,474,"ARTROM STEEL TUBES SA              ",C,50102,9.000 7.000 1.000 HF 4140 125KSI QT,20221015,260.000,"FT ",0.000,22065.000,263.584,20220217,20221111
513729,177,"TENARIS GLOBAL SERVICES            ",C,50102,9.000 7.000 1.000 HF 4140 125KSI QT,20221216,363.000,"FT ",0.000,30695.000,358.667,20220208,20221216
512993,474,"ARTROM STEEL TUBES SA              ",C,50102,9.000 7.000 1.000 HF 4140 125KSI QT,20220615,242.000,"FT ",0.000,20000.000,216.084,20211105,20220617
516248,474,"ARTROM STEEL TUBES SA              ",C,50104,10.000 6.000  2.000 HF 4140 LN80 QT,20230830,120.000,"FT ",0.000,20000.000,107.500,20230426,20230829
512994,474,"ARTROM STEEL TUBES SA              ",C,50104,"10.000 6.000 2.000 HF 4140 LN80 QT ",20220615,240.000,"FT ",0.000,40000.000,243.501,20211105,20220801
512468,130,"METALLUS                           ",C,50104,10.000 6.000  2.000 HF 4140 LN80 QT,20220718,126.000,"FT ",0.000,20000.000,127.500,20210819,20220719
518827,130,"METALLUS                           ",A,50107,"10.750 8.250 1.250 HF 4140 LN80 QT ",20250623,315.000,"FT ",315.000,40000.000,0.000,20250319,0
518475,130,"METALLUS                           ",C,50107,"10.750 8.250 1.250 HF 4140 LN80 QT ",20250325,314.168,"FT ",0.000,40000.000,230.168,20241231,20250324
517617,130,"METALLUS                           ",C,50107,"10.750 8.250 1.250 HF 4140 LN80 QT ",20240812,322.667,"FT ",0.000,40000.000,298.333,20240523,20240823
516092,130,"METALLUS                           ",C,50107,"10.750 8.250 1.250 HF 4140 LN80 QT ",20240126,320.000,"FT ",0.000,40000.000,0.000,20230315,0
515885,177,"TENARIS GLOBAL SERVICES            ",C,50107,"10.750 8.250 1.250 HF 4140 LN80 QT ",20230801,340.000,"FT ",0.000,44127.000,367.416,20230120,20230821
512959,177,"TENARIS GLOBAL SERVICES            ",C,50107,"10.750 8.250 1.250 HF 4140 LN80 QT ",20220915,800.000,"FT ",0.000,100000.000,823.833,20211102,20220909
518571,130,"METALLUS                           ",A,50108,10.750 8.250 1.25 HF 4140 125KSI QT,20250414,320.000,"FT ",320.000,40000.000,0.000,20250123,0
517538,177,"TENARIS GLOBAL SERVICES            ",C,50108,10.750 8.250 1.25 HF 4140 125KSI QT,20250106,480.000,"FT ",0.000,60496.000,479.166,20240426,20250319
516095,177,"TENARIS GLOBAL SERVICES            ",C,50108,10.750 8.250 1.25 HF 4140 125KSI QT,20230929,320.000,"FT ",0.000,40000.000,303.249,20230316,20230929
515474,130,"METALLUS                           ",C,50108,10.750 8.250 1.25 HF 4140 125KSI QT,20230526,320.000,"FT ",0.000,40000.000,338.252,20220929,20230523
513434,130,"METALLUS                           ",C,50108,10.750 8.250 1.25 HF 4140 125KSI QT,20220927,494.584,"FT ",0.000,62736.966,547.499,20211223,20221011
513109,177,"TENARIS GLOBAL SERVICES            ",C,50108,10.750 8.250 1.25 HF 4140 125KSI QT,20220815,260.000,"FT ",0.000,33075.000,323.083,20211115,20220728
512587,177,"TENARIS GLOBAL SERVICES            ",C,50108,"10.750 8.250 1.25 HF 4140 125K QT  ",20220725,400.000,"FT ",0.000,50764.000,362.167,20210910,20220630
518305,177,"TENARIS GLOBAL SERVICES            ",C,50109,"10.750 8.500 1.125 HF 4130 LN80    ",20250306,380.000,"FT ",0.000,44044.000,373.583,20241111,20250226
515197,177,"TENARIS GLOBAL SERVICES            ",C,50109,"10.750 8.500 1.125 HF 4130 LN80 QT ",20230215,700.000,"FT ",0.000,80000.000,739.000,20220728,20230302
514047,177,"TENARIS GLOBAL SERVICES            ",C,50109,"10.750 8.500 1.125 HF 4130 LN80 QT ",20230228,700.000,"FT ",0.000,80000.000,762.501,20220316,20230315
513110,177,"TENARIS GLOBAL SERVICES            ",C,50109,"10.750 8.500 1.125 HF 4130 LN80 QT ",20220708,340.000,"FT ",0.000,39690.000,434.250,20211115,20220909
512381,130,"METALLUS                           ",C,50109,"10.750 8.500 1.125 HF 4130 LN80 QT ",20221019,351.583,"FT ",0.000,40000.000,300.917,20210811,20221031
514749,132,"VALLOUREC USA CORPORATION          ",C,50111,11.000 7.000 2.000 HF 4140 125KSI Q,20230220,416.000,"FT ",0.000,80000.000,516.250,20220518,20230303
518572,130,"METALLUS                           ",A,50112,"11.000 8.000 1.500 HF 4130 LN80    ",20250414,260.000,"FT ",260.000,40000.000,0.000,20250123,0
512640,177,"TENARIS GLOBAL SERVICES            ",C,50112,"11.000 8.000 1.500 HF 4130 LN80 QT ",20220725,260.000,"FT ",0.000,39903.670,202.918,20210917,20220701
518807,130,"METALLUS                           ",A,50113,"11.000 8.000 1.500 HF 4140 LN80 QT ",20250526,140.000,"FT ",140.000,20000.000,0.000,20250314,0
516834,177,"TENARIS GLOBAL SERVICES            ",C,50113,"11.000 8.000 1.500 HF 4140 LN80 QT ",20240409,280.000,"FT ",0.000,44000.000,262.418,20231025,20240412
513430,130,"METALLUS                           ",C,50113,"11.000 8.000 1.500 HF 4140 LN80 QT ",20221024,258.334,"FT ",0.000,40000.000,256.418,20211223,20221031
513021,177,"TENARIS GLOBAL SERVICES            ",C,50113,"11.000 8.000 1.500 HF 4140 LN80 QT ",20220815,260.000,"FT ",0.000,40000.000,317.500,20211108,20220811
517947,130,"METALLUS                           ",C,50114,"11.000 9.000 1.000 HF 4140 125KSI  ",20241111,180.000,"FT ",0.000,20000.000,158.832,20240822,20241111
514798,130,"METALLUS                           ",C,50114,11.000 9.000 1.000 HF 4140 125KSI Q,20230123,370.000,"FT ",0.000,40000.000,0.000,20220526,0
514061,177,"TENARIS GLOBAL SERVICES            ",C,50114,11.000 9.000 1.000 HF 4140 125KSI Q,20230131,740.000,"FT ",0.000,78000.000,744.334,20220316,20230207
514677,177,"TENARIS GLOBAL SERVICES            ",C,50116,"12.000 9.000 1.500 HF 4140 LN80 QT ",20230131,480.000,"FT ",0.000,80000.000,489.917,20220512,20230207
513563,177,"TENARIS GLOBAL SERVICES            ",C,50116,"12.000 9.000 1.500 HF 4140 LN80 QT ",20221031,480.000,"FT ",0.000,80000.000,467.501,20220114,20221021
518679,130,"METALLUS                           ",A,50117,"12.000 9.000 1.500 HF 4140 125KSI  ",20250512,120.000,"FT ",120.000,20000.000,0.000,20250213,0
517572,177,"TENARIS GLOBAL SERVICES            ",C,50117,12.000 9.000 1.500 HF 4140 125KSI Q,20250106,260.000,"FT ",0.000,44000.000,224.666,20240509,20250108
515392,130,"METALLUS                           ",C,50117,"12.000 9.000 1.500 HF 4140 125KSI  ",20230327,240.000,"FT ",0.000,40000.000,0.000,20220912,0
514691,177,"TENARIS GLOBAL SERVICES            ",C,50117,"12.000 9.000  1.500 HF 4140 125KSI ",20230131,200.000,"FT ",0.000,33135.000,178.834,20220512,20230223
512725,177,"TENARIS GLOBAL SERVICES            ",C,50117,12.000 9.000  1.500 HF 4140 125K QT,20220815,200.000,"FT ",0.000,33069.000,144.583,20211001,20220728
514490,177,"TENARIS GLOBAL SERVICES            ",C,50118,"12.500 9.500 1.500 HF 4140 LN80 QT ",20230131,180.000,"FT ",0.000,33126.000,213.667,20220422,20230206
518767,130,"METALLUS                           ",A,50119,"12.50 10.00 1.250 HF 4140 125KSI   ",20250526,140.000,"FT ",140.000,20000.000,0.000,20250306,0
518248,130,"METALLUS                           ",A,50119,"12.500 10.000 1.250 HF 4140 125KSI ",20250331,140.000,"FT ",140.000,20000.000,0.000,20241025,0
516128,130,"METALLUS                           ",C,50119,12.50 10.00 1.250 HF 4140 125YLD QT,20240221,180.000,"FT ",0.000,26410.000,176.000,20230323,20240226
