BDPONO_PurchaseOrderNumber,BDVNDR_VendorCode,VNAME_VendorName,BDRECD_RecordFlag,BDITEM_ItemNumber,BDCRTD_CreationDate,BDRPDATE_RequiredDate,BDOQOO_QuantityOrdered,BDIUOM_UnitOfMeasure,BDCQOO_ConfirmedQuantity,BDOOQ_OtherOrderedQuantity,BDTIQR_TimeInQueue,BDPOCDATE_PurchaseOrderDate,BDRCCDATE_ReceiptConfirmationDate
517157,129,"FINKL STEEL - SOREL                ",C,50285,"19.250 BAR HF 8630  NORM           ",20240408,36.333,"FT ",0.000,36400.000,27.000,20240206,20240419
516855,129,"FINKL STEEL - SOREL                ",C,50285,"19.250 BAR HF 8630  NORM           ",20240114,36.333,"FT ",0.000,40000.000,34.500,20231103,20240112
516409,129,"FINKL STEEL - SOREL                ",C,50285,"19.250 BAR HF 8630  NORM           ",20230828,36.000,"FT ",0.000,40000.000,35.500,20230613,20230822
515692,129,"FINKL STEEL - SOREL                ",C,50285,"19.250 BAR HF 8630  NORM           ",20230313,40.167,"FT ",0.000,40000.000,33.834,20221201,20230216
518333,130,"METALLUS                           ",C,50286,"6.250 4.000 1.125 4130M 125KSI     ",20250221,645.333,"FT ",0.000,40000.000,724.917,20241115,20250211
518138,130,"METALLUS                           ",A,50286,"6.250 4.000 1.125 4130M 125KSI QT  ",20250328,441.833,"FT ",315.416,27312.000,126.417,20241002,20250324
515829,130,"METALLUS                           ",C,50286,6.250 4.000 1.125 HF 4130M125KSI QT,20240306,964.000,"FT ",0.000,59811.000,971.083,20230112,20240304
514865,130,"METALLUS                           ",C,50286,6.250 4.000 1.125 HF 4130M125KSI QT,20230213,1305.417,"FT ",0.000,80000.000,0.000,20220603,0
514129,130,"METALLUS                           ",C,50286,"6.250 4.000 1.125 HF 4130M 125KSI  ",20230707,650.000,"FT ",0.000,40000.000,677.751,20220324,20231004
513010,177,"TENARIS GLOBAL SERVICES            ",C,50286,6.250 4.000 1.125 HF 4130M125KSI QT,20221028,642.667,"FT ",0.000,40000.000,796.333,20211108,20221031
515331,177,"TENARIS GLOBAL SERVICES            ",C,50287,6.250 3.750 1.250 HF 4130M125KSI QT,20230220,1205.000,"FT ",0.000,80000.000,1344.419,20220826,20230428
514482,177,"TENARIS GLOBAL SERVICES            ",C,50287,6.250 3.750 1.250 HF 4130M125KSI QT,20230228,1200.000,"FT ",0.000,80000.000,1395.583,20220422,20230411
514019,130,"METALLUS                           ",C,50287,6.250 3.750 1.250 HF 4130M125KSI QT,20230120,600.000,"FT ",0.000,40000.000,702.833,20220311,20230120
517525,183,"DUFERCO STEEL INC.                 ",C,50288,"5.500 BAR HF 4340 ANN              ",20240426,207.000,"FT ",0.000,17400.000,212.916,20240425,20240430
517905,183,"DUFERCO STEEL INC.                 ",C,50290,"9.000 BAR HF 4340 ANN              ",20240816,26.000,"FT ",0.000,5800.000,25.083,20240814,20240820
517904,247,"MAGELLAN CORPORATION               ",C,50290,"9.000 BAR HF 4340 ANN              ",20240815,20.083,"FT ",0.000,5000.000,23.167,20240814,20240816
517759,247,"MAGELLAN CORPORATION               ",C,50290,"9.000 BAR HF 4340 ANN              ",20240628,22.000,"FT ",0.000,4800.000,23.167,20240626,20240628
517509,183,"DUFERCO STEEL INC.                 ",C,50290,"9.000 BAR HF 4340 ANN              ",20240513,24.000,"FT ",0.000,5200.000,23.667,20240424,20240523
517807,571,"TREK METALS INC                    ",C,50291,"5.250 BAR HF 4140 80KSI QT         ",20240731,128.000,"FT ",0.000,10000.000,139.834,20240716,20240724
515072,247,"MAGELLAN CORPORATION               ",C,50291,"5.250 BAR HF 4140 80KSI QT         ",20220705,281.167,"FT ",0.000,20600.000,384.667,20220701,20220714
514881,571,"TREK METALS INC                    ",C,50291,"5.250 BAR HF 4140 80KSI QT         ",20230210,140.583,"FT ",0.000,10000.000,0.000,20220605,0
514733,130,"METALLUS                           ",C,50291,"5.250 BAR HF 4140 80KSI QT         ",20230731,160.667,"FT ",0.000,11345.000,144.917,20220517,20230718
515503,130,"METALLUS                           ",C,50298,8.500 5.500 1.500 HF 4130M125KSI QT,20230811,180.750,"FT ",0.000,20000.000,169.583,20221006,20231005
514298,177,"TENARIS GLOBAL SERVICES            ",C,50298,8.500 5.500 1.500 HF 4130M125KSI QT,20230117,361.500,"FT ",0.000,40000.000,386.500,20220407,20230103
513290,130,"METALLUS                           ",C,50298,8.500 5.500 1.500 HF 4130M125KSI QT,20220926,180.000,"FT ",0.000,20000.000,170.501,20211208,20220927
513104,177,"TENARIS GLOBAL SERVICES            ",C,50298,8.500 5.500 1.500 HF 4130M125KSI QT,20220708,201.667,"FT ",0.000,22050.000,248.583,20211115,20220805
518617,177,"TENARIS GLOBAL SERVICES            ",A,50301,10.000 7.000 1.500 HF 4130 LN80 QT.,20250606,321.333,"FT ",321.333,44080.000,0.000,20250129,0
518450,474,"ARTROM STEEL TUBES SA              ",A,50301,"10.000 7.000 1.500 HF 4130 LN80 QT ",20250430,141.167,"FT ",141.167,20000.000,0.000,20241218,0
515605,474,"ARTROM STEEL TUBES SA              ",C,50301,"10.000 7.000 1.500 HF 4130 LN80 QT ",20230407,302.500,"FT ",0.000,40000.000,305.083,20221103,20230410
514817,474,"ARTROM STEEL TUBES SA              ",C,50301,"10.000 7.000 1.500 HF 4130 LN80 QT ",20221209,290.000,"FT ",0.000,40000.000,301.666,20220526,20221116
513107,177,"TENARIS GLOBAL SERVICES            ",C,50301,"10.000 7.000 1.500 HF 4130 LN80 QT ",20220815,161.333,"FT ",0.000,22050.000,203.500,20211115,20220805
518699,130,"METALLUS                           ",A,50302,"10.000 7.500 1.250 HF 4140 125KSI  ",20250707,176.000,"FT ",176.000,20000.000,0.000,20250220,0
515504,130,"METALLUS                           ",C,50302,10.000 7.500 1.250 HF 4140 125KSI Q,20230807,240.666,"FT ",0.000,28029.112,243.750,20221006,20230808
514211,177,"TENARIS GLOBAL SERVICES            ",C,50302,10.000 7.500 1.250 HF 4140 125KSI Q,20221031,341.417,"FT ",0.000,40000.000,363.834,20220330,20221016
513809,177,"TENARIS GLOBAL SERVICES            ",C,50302,10.000 7.500 1.250 HF 4140 125KSI Q,20221031,341.417,"FT ",0.000,40000.000,385.083,20220217,20221014
513213,177,"TENARIS GLOBAL SERVICES            ",C,50302,10.000 7.500 1.250 HF 4140 125KSIQT,20220708,584.833,"FT ",0.000,69368.000,595.751,20211202,20230327
518700,130,"METALLUS                           ",A,50304,"3.750 2.250 .750 HF 4140 LN80 QT   ",20250515,826.833,"FT ",826.833,20000.000,0.000,20250220,0
517495,177,"TENARIS GLOBAL SERVICES            ",C,50304,"3.750 2.250 .750 HF 4140 LN80 QT   ",20241115,823.417,"FT ",0.000,20000.000,915.333,20240419,20241112
516967,177,"TENARIS GLOBAL SERVICES            ",C,50304,"3.750 2.250 .750 HF 4140 LN80 QT   ",20240606,544.500,"FT ",0.000,12920.000,523.334,20231211,20240611
513088,177,"TENARIS GLOBAL SERVICES            ",C,50304,"3.750 2.250 .750 HF 4140 LN80 QT   ",20220711,826.833,"FT ",0.000,19845.000,801.501,20211115,20220715
518723,247,"MAGELLAN CORPORATION               ",C,50305,"13.000 BAR HF 4340 ANN             ",20250303,20.083,"FT ",0.000,10000.000,17.667,20250224,20250303
515873,130,"METALLUS                           ",C,50305,"13.000 BAR HF 4340 ANN             ",20230630,50.167,"FT ",0.000,20000.000,50.334,20230117,20230630
518237,247,"MAGELLAN CORPORATION               ",C,50306,"6.250 BAR HF 4140 110KSI NQT       ",20241025,120.500,"FT ",0.000,12800.000,122.084,20241023,20241105
515001,247,"MAGELLAN CORPORATION               ",C,50306,"6.250 BAR HF 4140 110KSI NQT       ",20230417,381.583,"FT ",0.000,40000.000,388.751,20220621,20230302
518830,130,"METALLUS                           ",A,50307,7.250 3.750 1.750 HF 4140 125KSI QT,20250623,380.000,"FT ",380.000,40000.000,0.000,20250319,0
518765,130,"METALLUS                           ",A,50307,7.250 3.750 1.750 HF 4140 125KSI QT,20250526,200.000,"FT ",200.000,20000.000,0.000,20250306,0
514685,177,"TENARIS GLOBAL SERVICES            ",C,50307,7.250 3.750 1.750 HF 4140 125KSI QT,20221215,381.583,"FT ",0.000,40000.000,461.333,20220512,20221201
513728,177,"TENARIS GLOBAL SERVICES            ",C,50307,7.250 3.750 1.750 HF 4140 125KSI QT,20220724,383.167,"FT ",0.000,40000.000,449.333,20220208,20220801
513012,177,"TENARIS GLOBAL SERVICES            ",C,50307,7.250 3.750 1.750 HF 4140 125KSI QT,20221031,392.000,"FT ",0.000,40000.000,435.416,20211108,20221116
513851,474,"ARTROM STEEL TUBES SA              ",C,50308,8.250 4.750 1.750 HF 4140 125KSI QT,20220715,180.000,"FT ",0.000,22000.000,189.750,20220225,20220801
515218,177,"TENARIS GLOBAL SERVICES            ",C,50309,7.250 4.250 1.500 HF 4140 125KSI QT,20230228,863.583,"FT ",0.000,80000.000,1045.166,20220802,20230302
514921,474,"ARTROM STEEL TUBES SA              ",C,50309,7.250 4.250 1.500 HF 4140 125KSI QT,20221015,863.583,"FT ",0.000,80000.000,900.250,20220608,20221116
513804,177,"TENARIS GLOBAL SERVICES            ",C,50309,7.250 4.250 1.500 HF 4140 125KSI QT,20221031,441.833,"FT ",0.000,40000.000,490.582,20220217,20221114
518201,130,"METALLUS                           ",C,50312,"9.000 6.250 1.375 HF 4140 125KSI   ",20250106,181.500,"FT ",0.000,20000.000,169.168,20241016,20250117
512458,130,"METALLUS                           ",C,50312,"9.000 6.250 1.375 HF 4140 P110 QT  ",20220725,180.750,"FT ",0.000,20000.000,166.834,20210819,20221020
516093,177,"TENARIS GLOBAL SERVICES            ",C,50314,"10.000 7.500 1.250 HF 4140 LN80 QT ",20230815,341.417,"FT ",0.000,40000.000,420.083,20230316,20230928
515951,474,"ARTROM STEEL TUBES SA              ",C,50314,"10.000 7.500 1.250 HF 4140 LN80 QT ",20230721,676.082,"FT ",0.000,80000.000,683.166,20230209,20230801
514922,130,"METALLUS                           ",C,50314,"10.000 7.500 1.250 HF 4140 LN80 QT ",20221031,680.000,"FT ",0.000,80000.000,0.000,20220608,0
513808,177,"TENARIS GLOBAL SERVICES            ",C,50314,"10.000 7.500 1.250 HF 4140 LN80 QT ",20221031,341.417,"FT ",0.000,40000.000,324.666,20220217,20221115
512958,177,"TENARIS GLOBAL SERVICES            ",C,50314,"10.000 7.500 1.250 HF 4140 LN80 QT ",20220915,352.000,"FT ",0.000,40000.000,384.167,20211102,20220823
518022,130,"METALLUS                           ",C,50316,"8.500 6.000 1.250 HF 4140 LN80 QT  ",20250203,200.000,"FT ",0.000,20000.000,197.334,20240912,20250220
517559,474,"ARTROM STEEL TUBES SA              ",C,50316,"8.500 6.000 1.250 HF 4140 LN80 QT  ",20240805,201.667,"FT ",0.000,20000.000,226.333,20240502,20240730
517230,177,"TENARIS GLOBAL SERVICES            ",C,50316,"8.500 6.000 1.250 HF 4140 LN80 QT  ",20240813,201.667,"FT ",0.000,20000.000,213.584,20240222,20240912
513806,177,"TENARIS GLOBAL SERVICES            ",C,50316,"8.500 6.000 1.250 HF 4140 LN80 QT  ",20221216,421.750,"FT ",0.000,40000.000,337.582,20220217,20221215
513551,130,"METALLUS                           ",C,50316,"8.500 6.000 1.250 HF 4140 LN80 QT  ",20221121,80.000,"FT ",0.000,6993.000,71.918,20220113,20221208
512956,177,"TENARIS GLOBAL SERVICES            ",C,50316,"8.500 6.000 1.250 HF 4140 LN80 QT  ",20220731,192.000,"FT ",0.000,20000.000,259.666,20211102,20220818
518611,545,"PISEC GROUP AMERICA LLC            ",C,50318,"3.000 BAR HF 4140 110KSI QT        ",20250130,421.750,"FT ",0.000,10000.000,426.249,20250129,20250206
517463,571,"TREK METALS INC                    ",C,50318,"3.000 BAR HF 4140 110KSI QT        ",20240412,972.000,"FT ",0.000,23200.000,965.167,20240411,20240412
517324,545,"PISEC GROUP AMERICA LLC            ",C,50318,"3.000 BAR HF 4140 110KSI QT        ",20240314,423.500,"FT ",0.000,10000.000,411.416,20240312,20240314
516957,247,"MAGELLAN CORPORATION               ",C,50318,"3.000 BAR HF 4140 110KSI QT        ",20231208,760.000,"FT ",0.000,18200.000,747.583,20231207,20231212
513922,247,"MAGELLAN CORPORATION               ",C,50318,"3.000 BAR HF 4140 110KSI QT        ",20230206,1666.917,"FT ",0.000,40000.000,1580.500,20220304,20230206
513295,130,"METALLUS                           ",C,50318,"3.000 BAR HF 4140 110KSI QT        ",20221017,1660.000,"FT ",0.000,40000.000,1819.917,20211209,20221020
512817,571,"TREK METALS INC                    ",C,50318,"3.000 BAR HF 4140 110KSI QT        ",20220418,940.915,"FT ",0.000,22500.000,710.915,20211014,20220126
512652,247,"MAGELLAN CORPORATION               ",C,50318,"3.000 BAR HF 4140 110KSI QT        ",20230110,824.582,"FT ",0.000,20000.000,888.583,20210921,20230113
516882,792,"SOUTHWEST ALLOYS LLC               ",C,50334,"4.500 BAR HF 4140 110KSI QT        ",20231117,360.000,"FT ",0.000,20000.000,413.666,20231114,20231116
514723,183,"DUFERCO STEEL INC.                 ",C,50334,"4.500 BAR HF 4140 110KSI QT        ",20220729,414.000,"FT ",0.000,22476.000,413.999,20220516,20220812
513997,571,"TREK METALS INC                    ",C,50335,"7.500 BAR HF 4130 75KSI NQT        ",20221024,261.083,"FT ",0.000,40000.000,285.166,20220309,20221121
513751,571,"TREK METALS INC                    ",C,50335,"7.500 BAR HF 4130 75KSI NQT        ",20220630,140.000,"FT ",0.000,20000.000,146.250,20220209,20220616
518297,130,"METALLUS                           ",C,50337,"8.000 BAR HF 4340 AR               ",20250310,120.500,"FT ",0.000,20000.000,128.666,20241106,20250310
516569,247,"MAGELLAN CORPORATION               ",C,50337,"8.000 BAR HF 4340 AR               ",20230831,126.000,"FT ",0.000,20000.000,128.417,20230803,20230822
514186,130,"METALLUS                           ",C,50337,"8.000 BAR HF 4340 AR               ",20221017,241.000,"FT ",0.000,40000.000,0.000,20220327,0
518544,177,"TENARIS GLOBAL SERVICES            ",A,50339,7.000 4.500 1.250 HF 4140 125KSI QT,20250604,262.167,"FT ",262.167,20000.000,0.000,20250114,0
517302,474,"ARTROM STEEL TUBES SA              ",C,50339,7.000 4.500 1.250 HF 4140 125KSI QT,20240805,524.333,"FT ",0.000,40000.000,606.333,20240306,20240808
516975,177,"TENARIS GLOBAL SERVICES            ",C,50339,7.000 4.500 1.250 HF 4140 125KSI QT,20240606,262.167,"FT ",0.000,20000.000,255.918,20231211,20240611
515288,177,"TENARIS GLOBAL SERVICES            ",C,50339,"7.000 4.500 1.250 HF 4140 P110 QT  ",20230228,1305.417,"FT ",0.000,100224.000,1298.834,20220817,20230412
515194,130,"METALLUS                           ",C,50339,"7.000 4.500 1.250 HF 4140 P110 QT  ",20230116,260.000,"FT ",0.000,20000.000,0.000,20220728,0
515047,474,"ARTROM STEEL TUBES SA              ",C,50339,"7.000 4.500 1.250 HF 4140 P110 QT  ",20221015,522.167,"FT ",0.000,40000.000,574.167,20220630,20221116
512462,130,"METALLUS                           ",C,50339,"7.000 4.500 1.250 HF 4140 P110 QT  ",20221212,171.000,"FT ",0.000,13345.000,175.582,20210819,20221215
518860,247,"MAGELLAN CORPORATION               ",A,50340,"4.000 BAR HF 4140 110KSI QT        ",20250328,461.917,"FT ",461.917,20000.000,0.000,20250327,0
518540,545,"PISEC GROUP AMERICA LLC            ",C,50340,"4.000 BAR HF 4140 110KSI QT        ",20250124,461.917,"FT ",0.000,20000.000,425.834,20250114,20250128
518164,545,"PISEC GROUP AMERICA LLC            ",C,50340,"4.000 BAR HF 4140 110KSI QT        ",20241029,461.917,"FT ",0.000,20000.000,421.417,20241008,20241029
517966,545,"PISEC GROUP AMERICA LLC            ",C,50340,"4.000 BAR HF 4140 110KSI QT        ",20240904,241.000,"FT ",0.000,10000.000,241.750,20240828,20240904
517964,247,"MAGELLAN CORPORATION               ",C,50340,"4.000 BAR HF 4140 110KSI QT        ",20240903,231.000,"FT ",0.000,10000.000,214.250,20240828,20240903
517577,247,"MAGELLAN CORPORATION               ",C,50340,"4.000 BAR HF 4140 110KSI QT        ",20240624,462.000,"FT ",0.000,20000.000,430.166,20240510,20240624
517393,571,"TREK METALS INC                    ",C,50340,"4.000 BAR HF 4140 110KSI QT        ",20240404,252.000,"FT ",0.000,10900.000,254.334,20240327,20240405
514654,247,"MAGELLAN CORPORATION               ",C,50340,"4.000 BAR HF 4140 110KSI QT        ",20220822,461.917,"FT ",0.000,20000.000,439.167,20220510,20220802
514648,183,"DUFERCO STEEL INC.                 ",C,50340,"4.000 BAR HF 4140 110KSI QT        ",20220530,602.500,"FT ",0.000,26000.000,614.500,20220510,20220617
514106,247,"MAGELLAN CORPORATION               ",C,50340,"4.000 BAR HF 4140 110KSI QT        ",20220808,1405.833,"FT ",0.000,60000.000,1315.749,20220321,20220802
513594,530,"STEEL DYNAMICS                     ",C,50340,"4.000 BAR HF 4140 110KSI QT        ",20220829,943.917,"FT ",0.000,40000.000,0.000,20220120,0
512845,530,"STEEL DYNAMICS                     ",C,50340,"4.000 BAR HF 4140 110KSI QT        ",20220815,943.917,"FT ",0.000,40000.000,836.834,20211019,20220829
518847,571,"TREK METALS INC                    ",A,50343,"4.500 BAR HF 4140 80KSI QT         ",20250326,120.500,"FT ",120.500,6300.000,0.000,20250325,0
518015,571,"TREK METALS INC                    ",C,50343,"4.500 BAR HF 4140 80KSI QT         ",20240923,120.500,"FT ",0.000,6000.000,115.083,20240912,20240924
516341,571,"TREK METALS INC                    ",C,50343,"4.500 BAR HF 4140 80KSI QT         ",20231023,180.750,"FT ",0.000,10000.000,159.751,20230525,20231011
516066,571,"TREK METALS INC                    ",C,50343,"4.500 BAR HF 4140 80KSI QT         ",20230310,180.750,"FT ",0.000,10000.000,193.417,20230309,20230315
515002,571,"TREK METALS INC                    ",C,50343,"4.500 BAR HF 4140 80KSI QT         ",20230615,461.917,"FT ",0.000,25000.000,0.000,20220621,0
514998,571,"TREK METALS INC                    ",C,50343,"4.500 BAR HF 4140 80KSI QT         ",20230531,281.167,"FT ",0.000,15000.000,0.000,20220621,0
514640,530,"STEEL DYNAMICS                     ",C,50343,"4.500 BAR HF 4140 80KSI QT         ",20221031,361.500,"FT ",0.000,20000.000,0.000,20220506,0
513348,530,"STEEL DYNAMICS                     ",C,50343,"4.500 BAR HF 4140 80KSI QT         ",20221107,361.500,"FT ",0.000,20000.000,398.167,20211216,20221111
518728,247,"MAGELLAN CORPORATION               ",C,50344,"5.500 BAR HF 4140 80KSI QT         ",20250227,88.000,"FT ",0.000,7200.000,88.833,20250225,20250228
518725,453,"HYQUALITY ALLOYS LLC               ",C,50344,"5.500 BAR HF 4140 80KSI QT         ",20250227,36.000,"FT ",0.000,3453.000,41.417,20250225,20250228
518127,247,"MAGELLAN CORPORATION               ",C,50344,"5.500 BAR HF 4140 80KSI QT         ",20241002,88.000,"FT ",0.000,7200.000,87.167,20241001,20241004
516161,247,"MAGELLAN CORPORATION               ",C,50344,"5.500 BAR HF 4140 80KSI QT         ",20230403,241.000,"FT ",0.000,20000.000,248.083,20230330,20230410
516011,571,"TREK METALS INC                    ",C,50344,"5.500 BAR HF 4140 80KSI QT         ",20230222,241.000,"FT ",0.000,20000.000,231.084,20230221,20230227
515438,247,"MAGELLAN CORPORATION               ",C,50349,"8.000 BAR HF 4340 ANN              ",20230123,120.500,"FT ",0.000,20000.000,124.917,20220921,20230125
513943,247,"MAGELLAN CORPORATION               ",C,50349,"8.000 BAR HF 4340 ANN              ",20220831,241.000,"FT ",0.000,40000.000,231.666,20220307,20220823
515216,130,"METALLUS                           ",C,50350,"4.000 2.250 .875 HF 4140 125KSI QT ",20230707,1365.667,"FT ",0.000,40000.000,1559.250,20220802,20231003
515020,474,"ARTROM STEEL TUBES SA              ",C,50350,"4.000 2.250 .875 HF 4140 125KSI QT ",20221015,760.000,"FT ",0.000,22046.000,803.000,20220623,20221115
513709,177,"TENARIS GLOBAL SERVICES            ",C,50350,"4.000 2.250 .875 HF 4140 125KSI QT ",20220930,682.833,"FT ",0.000,20000.000,733.835,20220207,20221005
512460,130,"METALLUS                           ",C,50350,"4.000 2.250 .875 HF 4140 P110 QT   ",20220718,682.833,"FT ",0.000,20000.000,695.167,20210819,20220721
518604,183,"DUFERCO STEEL INC.                 ",C,50352,"9.000 BAR HF 4140  AR              ",20250217,187.000,"FT ",0.000,40719.000,175.250,20250128,20250210
516362,247,"MAGELLAN CORPORATION               ",C,50352,"9.000 BAR HF 4140  AR              ",20231016,180.750,"FT ",0.000,40000.000,199.250,20230601,20230712
515953,130,"METALLUS                           ",C,50352,"9.000 BAR HF 4140  AR              ",20231031,100.417,"FT ",0.000,20000.000,108.000,20230209,20231005
515277,247,"MAGELLAN CORPORATION               ",C,50352,"9.000 BAR HF 4140  AR              ",20221230,140.583,"FT ",0.000,30000.000,146.584,20220817,20230123
515276,247,"MAGELLAN CORPORATION               ",C,50352,"9.000 BAR HF 4140  AR              ",20220926,241.000,"FT ",0.000,50000.000,231.333,20220817,20220923
515050,183,"DUFERCO STEEL INC.                 ",C,50352,"9.000 BAR HF 4140  AR              ",20220808,46.000,"FT ",0.000,10000.000,0.000,20220630,0
515750,247,"MAGELLAN CORPORATION               ",C,50354,"14.000 BAR HF 4130 80KSI NQT       ",20230303,40.167,"FT ",0.000,16000.000,21.083,20221213,20230306
514750,247,"MAGELLAN CORPORATION               ",C,50354,"14.000 BAR HF 4130 80KSI NQT       ",20221230,79.833,"FT ",0.000,33202.000,61.833,20220519,20221222
513802,177,"TENARIS GLOBAL SERVICES            ",C,50361,"3.000 1.750 .625 HF 4140 125KSI QT ",20221230,1265.250,"FT ",0.000,20050.000,1196.750,20220217,20221230
518412,571,"TREK METALS INC                    ",C,50362,"5.000 BAR HF 4140 80KSI QT         ",20250102,72.000,"FT ",0.000,5000.000,76.000,20241211,20250106
513469,530,"STEEL DYNAMICS                     ",C,50362,"5.000 BAR HF 4140 80KSI QT         ",20220926,301.250,"FT ",0.000,20000.000,358.417,20220104,20221206
518782,571,"TREK METALS INC                    ",C,50363,"6.000 BAR HF 4140 80KSI QT         ",20250312,120.500,"FT ",0.000,12000.000,124.583,20250311,20250313
518442,571,"TREK METALS INC                    ",C,50363,"6.000 BAR HF 4140 80KSI QT         ",20250106,72.000,"FT ",0.000,6700.000,68.083,20241217,20250106
518166,247,"MAGELLAN CORPORATION               ",C,50363,"6.000 BAR HF 4140 80KSI QT         ",20241009,100.417,"FT ",0.000,9300.000,94.333,20241008,20241009
517729,571,"TREK METALS INC                    ",C,50363,"6.000 BAR HF 4140 80KSI QT         ",20240708,110.000,"FT ",0.000,10600.000,107.167,20240620,20240626
517181,247,"MAGELLAN CORPORATION               ",C,50363,"6.000 BAR HF 4140 80KSI QT         ",20240221,80.333,"FT ",0.000,8000.000,79.834,20240213,20240221
516012,571,"TREK METALS INC                    ",C,50363,"6.000 BAR HF 4140 80KSI QT         ",20230222,216.000,"FT ",0.000,20000.000,213.667,20230221,20230224
514821,571,"TREK METALS INC                    ",C,50363,"6.000 BAR HF 4140 80KSI QT         ",20221017,321.333,"FT ",0.000,30000.000,0.000,20220526,0
514820,571,"TREK METALS INC                    ",C,50363,"6.000 BAR HF 4140 80KSI QT         ",20221230,100.417,"FT ",0.000,10000.000,104.834,20220526,20221208
514650,247,"MAGELLAN CORPORATION               ",C,50363,"6.000 BAR HF 4140 80KSI QT         ",20220906,120.500,"FT ",0.000,12500.000,130.417,20220510,20220916
513682,571,"TREK METALS INC                    ",C,50363,"6.000 BAR HF 4140 80KSI QT         ",20221017,200.833,"FT ",0.000,20000.000,201.332,20220202,20221121
512850,530,"STEEL DYNAMICS                     ",C,50363,"6.000 BAR HF 4140 80KSI QT         ",20220712,301.250,"FT ",0.000,29688.000,198.917,20211019,20220715
518209,792,"SOUTHWEST ALLOYS LLC               ",C,50364,"7.000 BAR HF 4140 110KSI NQT       ",20241025,123.000,"FT ",0.000,15741.000,123.334,20241018,20241025
517883,247,"MAGELLAN CORPORATION               ",C,50364,"7.000 BAR HF 4140 110KSI NQT       ",20240813,504.167,"FT ",0.000,65560.000,488.833,20240809,20240813
517782,545,"PISEC GROUP AMERICA LLC            ",C,50364,"7.000 BAR HF 4140 110KSI NQT       ",20240715,160.667,"FT ",0.000,20000.000,154.666,20240703,20240715
517611,792,"SOUTHWEST ALLOYS LLC               ",C,50364,"7.000 BAR HF 4140 110KSI NQT       ",20240528,66.000,"FT ",0.000,8700.000,65.166,20240522,20240528
517236,247,"MAGELLAN CORPORATION               ",C,50364,"7.000 BAR HF 4140 110KSI NQT       ",20240223,80.333,"FT ",0.000,10000.000,88.000,20240222,20240227
517061,545,"PISEC GROUP AMERICA LLC            ",C,50364,"7.000 BAR HF 4140 110KSI NQT       ",20240111,34.000,"FT ",0.000,4600.000,34.333,20240110,20240112
516340,545,"PISEC GROUP AMERICA LLC            ",C,50364,"7.000 BAR HF 4140 110KSI NQT       ",20230731,160.667,"FT ",0.000,20000.000,146.000,20230525,20230721
514726,183,"DUFERCO STEEL INC.                 ",C,50364,"7.000 BAR HF 4140 110KSI NQT       ",20220726,184.000,"FT ",0.000,24571.000,184.250,20220516,20220817
514366,571,"TREK METALS INC                    ",C,50364,"7.000 BAR HF 4140 110KSI NQT       ",20221130,421.750,"FT ",0.000,56000.000,0.000,20220413,0
514350,571,"TREK METALS INC                    ",C,50364,"7.000 BAR HF 4140 110KSI NQT       ",20230210,343.501,"FT ",0.000,44000.000,304.667,20220412,20230215
513924,247,"MAGELLAN CORPORATION               ",C,50364,"7.000 BAR HF 4140 110KSI NQT       ",20220831,301.250,"FT ",0.000,40000.000,0.000,20220304,0
513902,571,"TREK METALS INC                    ",C,50364,"7.000 BAR HF 4140 110KSI NQT       ",20220902,160.667,"FT ",0.000,20000.000,138.333,20220303,20220909
513901,571,"TREK METALS INC                    ",C,50364,"7.000 BAR HF 4140 110KSI NQT       ",20220912,160.667,"FT ",0.000,20000.000,149.166,20220303,20220914
514292,113,"MICHIGAN SEAMLESS TUBE, LLC.       ",C,50365,"3.240 2.376 .432 CD 4130 LN80 QT   ",20230116,1540.000,"FT ",0.000,20000.000,1596.167,20220407,20000000
512877,474,"ARTROM STEEL TUBES SA              ",C,50365,"3.240 2.376 .432 CD 4130 LN80 QT   ",20221017,780.000,"FT ",0.000,10000.000,825.417,20211025,20221205
515278,247,"MAGELLAN CORPORATION               ",C,50366,"18.000 BAR HF 4130 80KSI NQT       ",20230831,40.167,"FT ",0.000,40000.000,0.000,20220817,0
515138,247,"MAGELLAN CORPORATION               ",C,50366,"18.000 BAR HF 4130 80KSI NQT       ",20230831,40.167,"FT ",0.000,30000.000,0.000,20220718,0
518439,571,"TREK METALS INC                    ",C,50367,"3.750 BAR HF 4140 80KSI QT         ",20250106,160.667,"FT ",0.000,6000.000,158.000,20241217,20250106
514267,571,"TREK METALS INC                    ",C,50367,"3.750 BAR HF 4140 80KSI QT         ",20230210,1064.417,"FT ",0.000,40000.000,0.000,20220401,0
513637,247,"MAGELLAN CORPORATION               ",C,50367,"3.750 BAR HF 4140 80KSI QT         ",20221101,1064.417,"FT ",0.000,40000.000,1141.834,20220126,20221101
518743,545,"PISEC GROUP AMERICA LLC            ",C,50375,"5.500 BAR HF 4140 110KSI QT        ",20250303,494.000,"FT ",0.000,40000.000,551.332,20250228,20250304
515126,571,"TREK METALS INC                    ",C,50375,"5.500 BAR HF 4140 110KSI QT        ",20221230,421.750,"FT ",0.000,34000.000,435.582,20220713,20221220
514450,530,"STEEL DYNAMICS                     ",C,50375,"5.500 BAR HF 4140 110KSI QT        ",20230731,984.083,"FT ",0.000,80000.000,842.499,20220422,20230802
