ITITEM_ItemNumber,ITTAG_TagNumber,ITTDES_TagDescription,ITLNTH_LengthFeet,ITTPCS_NumberOfPieces,ITHEAT_HeatNumber,ITV301_VendorOrBatchCode,ITLOCT_StorageLocation,ITTQTY_TotalQuantity,ITRQTY_ReservedQuantity,IMFSP2_ItemFamilyGroup
51153," 337270","7.000 4.000 1.500 HF 4130M7 125KSI ",290.0000,1.000,"T0514          ","2347303                       ","16S4   ",24.167,0.000,"AT07.000-04.000 HF 4130M7 125 KSI QT                                  "
51153," 339802","7.000 4.000 1.500 HF  4130M7 125   ",139.0000,1.000,"T1094          ","2350579                       ","1ST50  ",11.583,0.000,"AT07.000-04.000 HF 4130M7 125 KSI QT                                  "
51153," 336300","7.000 4.000 1.500 HF 4130M7 125KSI ",277.0000,1.000,"T1094          ","2350579                       ","16S4   ",23.083,0.000,"AT07.000-04.000 HF 4130M7 125 KSI QT                                  "
51153," 336293","7.000 4.000 1.500 HF 4130M7 125KSI ",281.0000,1.000,"T1094          ","2350579                       ","16S4   ",23.417,0.000,"AT07.000-04.000 HF 4130M7 125 KSI QT                                  "
51153," 336297","7.000 4.000 1.500 HF 4130M7 125KSI ",284.0000,1.000,"T1094          ","2350579                       ","16S4   ",23.667,0.000,"AT07.000-04.000 HF 4130M7 125 KSI QT                                  "
51153," 336299","7.000 4.000 1.500 HF 4130M7 125KSI ",292.0000,1.000,"T1094          ","2350579                       ","16S4   ",24.333,0.000,"AT07.000-04.000 HF 4130M7 125 KSI QT                                  "
51153," 336298","7.000 4.000 1.500 HF 4130M7 125KSI ",305.0000,1.000,"T1094          ","2350579                       ","16S4   ",25.417,0.000,"AT07.000-04.000 HF 4130M7 125 KSI QT                                  "
51153," 336291","7.000 4.000 1.500 HF 4130M7 125KSI ",308.0000,1.000,"T1094          ","2350579                       ","16S4   ",25.667,0.000,"AT07.000-04.000 HF 4130M7 125 KSI QT                                  "
51153," 336296","7.000 4.000 1.500 HF 4130M7 125KSI ",318.0000,1.000,"T1094          ","2350579                       ","16S4   ",26.500,0.000,"AT07.000-04.000 HF 4130M7 125 KSI QT                                  "
51153," 336292","7.000 4.000 1.500 HF 4130M7 125KSI ",320.0000,1.000,"T1094          ","2350579                       ","16S4   ",26.667,0.000,"AT07.000-04.000 HF 4130M7 125 KSI QT                                  "
51153," 336290","7.000 4.000 1.500 HF 4130M7 125KSI ",321.0000,1.000,"T1094          ","2350579                       ","16S4   ",26.750,0.000,"AT07.000-04.000 HF 4130M7 125 KSI QT                                  "
51153," 330751","7.000 4.000 1.500 HF  4130M7 125   ",7.0000,1.000,"W3875+         ","494389                        ","PR5    ",0.583,0.000,"AT07.000-04.000 HF 4130M7 125 KSI QT                                  "
51153," 331161","7.000 4.000 1.500 HF  4130M7 125   ",97.0000,1.000,"X6820          ","2326019                       ","4ST55  ",8.083,0.000,"AT07.000-04.000 HF 4130M7 125 KSI QT                                  "
51153," 299846","7.000 4.000 1.500 HF 4130M7 125KSI ",258.0000,1.000,"X6820          ","2326019                       ","13S1   ",21.500,0.000,"AT07.000-04.000 HF 4130M7 125 KSI QT                                  "
51154," 290569","8.000 BAR HF  4330V 150 KSI NQT    ",50.0000,1.000,"B68744         ","E22B2K0370                    ","2SB23  ",4.167,0.000,"AB08.000-00.000 HF 4330V 150 KSI NQT                                  "
51154," 273506","8.000 BAR HF  4330V 150 KSI NQT    ",45.0000,1.000,"B69828         ","E22B4K1072                    ","2SB21  ",3.750,0.000,"AB08.000-00.000 HF 4330V 150 KSI NQT                                  "
51154," 297366","8.000 BAR HF  4330V 150 KSI NQT..  ",76.0000,1.000,"B69828         ","E22B4K1072                    ","2SB35  ",6.333,0.000,"AB08.000-00.000 HF 4330V 150 KSI NQT                                  "
51154," 272680","8.000 BAR HF  4330V 150 KSI NQT    ",29.0000,1.000,"B72289         ","E22BAK0057                    ","2SB6   ",2.417,2.417,"AB08.000-00.000 HF 4330V 150 KSI NQT                                  "
51154," 324330","8.000 BAR HF  4330V 150 KSI NQT..  ",34.0000,1.000,"B72289         ","E22BAK0057                    ","2SB12  ",2.833,0.000,"AB08.000-00.000 HF 4330V 150 KSI NQT                                  "
51154," 328638","8.000 BAR HF  4330V 150 KSI NQT..  ",29.0000,1.000,"B75443         ","E23B4K0121                    ","2SB9   ",2.417,0.000,"AB08.000-00.000 HF 4330V 150 KSI NQT                                  "
51154," 330385","8.000 BAR HF  4330V 150 KSI NQT    ",29.0000,3.000,"B75443         ","E23B4K0121                    ","2SB12  ",7.251,0.000,"AB08.000-00.000 HF 4330V 150 KSI NQT                                  "
51154," 330382","8.000 BAR HF  4330V 150 KSI NQT    ",30.0000,1.000,"B75443         ","E23B4K0121                    ","2SB12  ",2.500,0.000,"AB08.000-00.000 HF 4330V 150 KSI NQT                                  "
51154," 288264","8.000 BAR HF  4330V 150 KSI NQT    ",25.0000,1.000,"X0461          ","2281635                       ","2SB2   ",2.083,0.000,"AB08.000-00.000 HF 4330V 150 KSI NQT                                  "
51154," 268991","8.000 BAR HF  4330V 150 KSI NQT    ",26.0000,2.000,"X0461          ","2281635                       ","2SB13  ",4.334,0.000,"AB08.000-00.000 HF 4330V 150 KSI NQT                                  "
51154," 324418","8.000 BAR HF  4330V 150 KSI NQT..  ",55.0000,1.000,"X0461          ","2281635                       ","2SB30  ",4.583,0.000,"AB08.000-00.000 HF 4330V 150 KSI NQT                                  "
51154," 261939","8.000 BAR HF  4330V 150 KSI NQT    ",24.0000,1.000,"X0912          ","2297546                       ","2SB4   ",2.000,0.000,"AB08.000-00.000 HF 4330V 150 KSI NQT                                  "
51154," 337802","8.000 BAR HF  4330V 150 KSI NQT    ",43.0000,1.000,"X2287          ","2296672                       ","2SB17  ",3.583,0.000,"AB08.000-00.000 HF 4330V 150 KSI NQT                                  "
51154," 336370","8.000 BAR HF  4330V 150 KSI NQT    ",149.0000,1.000,"X2287          ","2296672                       ","7S7    ",12.417,0.000,"AB08.000-00.000 HF 4330V 150 KSI NQT                                  "
51154," 211809","8.000 BAR HF  4330V 150 KSI NQT    ",6.0000,1.000,"Y7867          ","2266067                       ",1401686,0.500,0.500,"AB08.000-00.000 HF 4330V 150 KSI NQT                                  "
51154," 230963","8.000 BAR HF  4330V 150 KSI NQT    ",32.0000,1.000,"Y7867          ","2266067                       ","2SB12  ",2.667,0.000,"AB08.000-00.000 HF 4330V 150 KSI NQT                                  "
51154," 217113","8.000 BAR HF  4330V 150 KSI NQT    ",40.0000,1.000,"Y7867          ","2266067                       ","2SB23  ",3.333,0.000,"AB08.000-00.000 HF 4330V 150 KSI NQT                                  "
51154," 238089","8.000 BAR HF  4330V 150 KSI NQT    ",117.0000,1.000,"Y7867          ","2266067                       ","1SB46  ",9.750,0.000,"AB08.000-00.000 HF 4330V 150 KSI NQT                                  "
51157," 248839",6.250 4.813 .719 HF  4130M7 125 KSI,81.0000,1.000,"N1986          ","500296                        ","3ST37  ",6.750,0.000,"AT06.250-04.813 HF 4130M7 125 KSI QT                                  "
51162," 109870",5.250 3.000 1.125 HF  4130M7 150 KS,6.0000,1.000,"J6668          ","448090                        ","PR1    ",0.500,0.000,"AT05.250-03.000 HF 4130M7 150 KSI NQT                                 "
51162," 276945",5.250 3.000 1.125 HF  4130M7 150 KS,11.0000,1.000,"W7413          ","483162                        ","PR4    ",0.917,0.000,"AT05.250-03.000 HF 4130M7 150 KSI NQT                                 "
51164," 315468","28.000 26.500 .750 HF  API X60     ",35.0000,1.000,"1-8266         ","NA                            ","RY     ",2.917,0.000,"AT28.000-26.500 HF API X60                                            "
51165," 319539","30.500 BAR HF  4130 80 KSI NQT     ",7.0000,1.000,"636556         ","2025470                       ","RY     ",0.583,0.000,"AB30.500-00.000 HF 4130 80 KSI NQT                                    "
51169," 294051","4.500 BAR HF  17-4 DH 1150 SOL ANN ",89.0000,1.000,"394328         ","454487                        ","CR1    ",7.417,0.000,"SB04.500-00.000 HF 17-4 DH 1150 SOL ANN                               "
51175," 103315","10.625 8.299 1.163 HF  API L80++   ",13.0000,1.000,"7021898Z       ","T417226450                    ","RY     ",1.083,0.000,"AT10.625-08.299 HF API L80                                            "
51177,"  71976",15.354 11.260 2.047 HF  4130M 125 K,22.0000,1.000,"170259         ","448537                        ","RY     ",1.833,0.000,"AT15.354-11.260 HF 4130M 125 KSI NQT                                  "
51180,"  65735",6.625 3.750 1.437 HF  4130M7  NQT 3,49.0000,1.000,"L0243          ","446598                        ","3ST14  ",4.083,0.000,"AT06.625-03.750 HF 4130M7  NQT 301 MAX                                "
51181," 263788","14.000 BAR HF  4140 110 KSI NQT++  ",16.0000,1.000,"222-018        ","6                             ","RY     ",1.333,0.000,"AB14.000-00.000 HF 4140 110 KSI NQT++                                 "
51181," 335308","14.000 BAR HF  4140 110 KSI NQT++  ",10.0000,1.000,"222-115+       ","6                             ","RY     ",0.833,0.000,"AB14.000-00.000 HF 4140 110 KSI NQT++                                 "
51182," 336913","16.000 BAR HF  4140 110 KSI NQT++  ",7.0000,1.000,"222-020        ","6                             ","RY     ",0.583,0.000,"AB16.000-00.000 HF 4140 110 KSI NQT++                                 "
51183," 335752","8.500 BAR HF  4130 75 KSI NQT      ",22.0000,1.000,"D2212550       ","1200017084                    ","RY     ",1.833,0.000,"AB08.500-00.000 HF 4130 75 KSI NQT                                    "
51183," 329585","8.500 BAR HF  4130 75 KSI NQT      ",29.0000,1.000,"D2212550       ","1200017084                    ","2SB12  ",2.417,0.000,"AB08.500-00.000 HF 4130 75 KSI NQT                                    "
51183," 340706","8.500 BAR HF  4130 75 KSI NQT      ",47.0000,1.000,"D2212550       ","1200017084                    ","2SB26  ",3.917,0.000,"AB08.500-00.000 HF 4130 75 KSI NQT                                    "
51183," 322324","8.500 BAR HF  4130 75 KSI NQT      ",59.0000,1.000,"D2212550       ","1200017084                    ","2SB28  ",4.917,0.000,"AB08.500-00.000 HF 4130 75 KSI NQT                                    "
51183," 322326","8.500 BAR HF  4130 75 KSI NQT      ",60.0000,1.000,"D2212550       ","1200017084                    ","2SB28  ",5.000,0.000,"AB08.500-00.000 HF 4130 75 KSI NQT                                    "
51183," 322336","8.500 BAR HF  4130 75 KSI NQT      ",71.0000,1.000,"D2212550       ","1200017084                    ","2SB32  ",5.917,0.000,"AB08.500-00.000 HF 4130 75 KSI NQT                                    "
51183," 322339","8.500 BAR HF  4130 75 KSI NQT      ",96.0000,1.000,"D2212550       ","1200017084                    ","2SB45  ",8.000,0.000,"AB08.500-00.000 HF 4130 75 KSI NQT                                    "
51183," 258213","8.500 BAR HF  4130 75 KSI NQT      ",57.0000,1.000,"D2212550+      ","1200017084                    ","2SB17  ",4.750,0.000,"AB08.500-00.000 HF 4130 75 KSI NQT                                    "
51186," 326777","2.000 BAR HF  6061                 ",93.0000,1.000,"116078         ","Z00015544                     ","CR1    ",7.750,0.000,"LB02.000-00.000 HF 6061                                               "
51188," 339994","7.000 4.000 1.500 HF 4140 125KSI.. ",83.0000,1.000,"922443         ","3212337/001                   ","3ST30  ",6.917,0.000,"AT07.000-04.000 HF 4140 125KSI QT                                     "
51188," 316536","7.000 4.000 1.500 HF 4140 125KSI.. ",91.0000,1.000,"922443         ","3212337/001                   ","3ST39  ",7.583,0.000,"AT07.000-04.000 HF 4140 125KSI QT                                     "
51188," 337432","7.000 4.000 1.500 HF 4140 125KSI.. ",190.0000,1.000,"922443         ","3212337/001                   ","15S1   ",15.833,0.000,"AT07.000-04.000 HF 4140 125KSI QT                                     "
51188," 321718","7.000 4.000 1.500 HF 4140 125KSI.. ",280.0000,1.000,"922443         ","3212337/001                   ","15S1   ",23.333,0.000,"AT07.000-04.000 HF 4140 125KSI QT                                     "
51188," 246536",7.000 4.000 1.500 HF 4140 125KSI QT,317.0000,2.000,"922443         ","3212337/001                   ","15S1   ",52.833,0.000,"AT07.000-04.000 HF 4140 125KSI QT                                     "
51188," 246533",7.000 4.000 1.500 HF 4140 125KSI QT,318.0000,1.000,"922443         ","3212337/001                   ","15S1   ",26.500,0.000,"AT07.000-04.000 HF 4140 125KSI QT                                     "
51188," 246535",7.000 4.000 1.500 HF 4140 125KSI QT,324.0000,1.000,"922443         ","3212337/001                   ","15S1   ",27.000,0.000,"AT07.000-04.000 HF 4140 125KSI QT                                     "
51188," 246527",7.000 4.000 1.500 HF 4140 125KSI QT,330.0000,1.000,"922443         ","3212337/001                   ","15S1   ",27.500,0.000,"AT07.000-04.000 HF 4140 125KSI QT                                     "
51188," 246528",7.000 4.000 1.500 HF 4140 125KSI QT,334.0000,1.000,"922443         ","3212337/001                   ","15S1   ",27.834,0.000,"AT07.000-04.000 HF 4140 125KSI QT                                     "
51188," 246532",7.000 4.000 1.500 HF 4140 125KSI QT,335.0000,2.000,"922443         ","3212337/001                   ","15S1   ",55.833,0.000,"AT07.000-04.000 HF 4140 125KSI QT                                     "
51188," 246531",7.000 4.000 1.500 HF 4140 125KSI QT,336.0000,2.000,"922443         ","3212337/001                   ","15S1   ",56.000,0.000,"AT07.000-04.000 HF 4140 125KSI QT                                     "
51188," 246529",7.000 4.000 1.500 HF 4140 125KSI QT,337.0000,2.000,"922443         ","3212337/001                   ","15S1   ",56.167,0.000,"AT07.000-04.000 HF 4140 125KSI QT                                     "
51188," 246530",7.000 4.000 1.500 HF 4140 125KSI QT,339.0000,1.000,"922443         ","3212337/001                   ","15S1   ",28.250,0.000,"AT07.000-04.000 HF 4140 125KSI QT                                     "
51188," 246539",7.000 4.000 1.500 HF 4140 125KSI QT,300.0000,1.000,"922447         ","3212337/001                   ","15S1   ",25.000,0.000,"AT07.000-04.000 HF 4140 125KSI QT                                     "
51188," 246549",7.000 4.000 1.500 HF 4140 125KSI QT,313.0000,1.000,"922447         ","3212337/001                   ","15S1   ",26.083,0.000,"AT07.000-04.000 HF 4140 125KSI QT                                     "
51188," 246552",7.000 4.000 1.500 HF 4140 125KSI QT,318.0000,1.000,"922447         ","3212337/001                   ","15S1   ",26.500,0.000,"AT07.000-04.000 HF 4140 125KSI QT                                     "
51188," 246548",7.000 4.000 1.500 HF 4140 125KSI QT,323.0000,1.000,"922447         ","3212337/001                   ","15S1   ",26.917,0.000,"AT07.000-04.000 HF 4140 125KSI QT                                     "
