MDORDR_MaterialProcessingOrder,VVNDR_VendorCode,VALPHA_VendorName,MDCLOS_CloseFlag,MDITEM_ItemNumber,MDCRTD_CreationDate,MPRQDATE_RequestedProcessingDate,MDOQTY_QuantityOrdered,MDOUOM_UnitOfMeasure,MDIQTY_QuantityIssued
401841,121,"SPECIALTY HEAT TREAT     ",P,52365,"1.750 BAR HF 4130 110 KSI QT       ",20230407,1040.000,"LB ",0.000
402051,139,"TEXAS HONING             ",P,52385,"8.500 3.500 2.500 HF 4130M7 ANN++  ",20240702,93.500,"LB ",0.000
401860,139,"TEXAS HONING             ",P,52385,"8.500 3.500 2.500 HF 4130M7 ANN++  ",20230407,102.500,"LB ",0.000
402054,121,"SPECIALTY HEAT TREAT     ",P,52386,"8.500 3.500 2.500 HF 4130M7 125KSI ",20240726,93.500,"LB ",1.083
401869,121,"SPECIALTY HEAT TREAT     ",P,52386,"8.500 3.500 2.500 HF 4130M7 125KSI ",20230508,110.000,"LB ",0.000
401891,119,"ACCU-TEST LABS           ",P,52401,"9.000 BAR HF 4140 80 KSI NQT++     ",20230517,74.667,"LB ",0.000
401886,119,"ACCU-TEST LABS           ",P,52401,"9.000 BAR HF 4140 80 KSI NQT++     ",20230515,77.750,"LB ",2.666
401881,307,AMERICAN ABRASIVES & COAT,P,52401,"9.000 BAR HF 4140 80 KSI NQT++     ",20230511,76.250,"LB ",0.166
401870,121,"SPECIALTY HEAT TREAT     ",P,52401,"9.000 BAR HF 4140 80 KSI NQT++     ",20230512,76.250,"LB ",0.166
402020,121,"SPECIALTY HEAT TREAT     ",P,52405,"3.500 BAR HF 4340 110 KSI QT       ",20240619,353.748,"LB ",1.415
401877,121,"SPECIALTY HEAT TREAT     ",P,52405,"3.500 BAR HF 4340 110 KSI QT       ",20230522,354.667,"LB ",0.834
402139,121,"SPECIALTY HEAT TREAT     ",P,52426,9.000 4.000 2.500 HF 4130M7 125-140,20250124,103.416,"LB ",0.333
401902,121,"SPECIALTY HEAT TREAT     ",P,52426,9.000 4.000 2.500 HF 4130M7 125-140,20230630,58.833,"LB ",0.417
401897,139,"TEXAS HONING             ",P,52427,"10.000 3.500 3.250 HF 4130M7  ANN  ",20230612,103.646,"LB ",20.729
402027,119,"ACCU-TEST LABS           ",P,52428,10.000 3.500 3.250 HF 4130M7 125-14,20240523,0.500,"LB ",0.000
402026,119,"ACCU-TEST LABS           ",P,52428,10.000 3.500 3.250 HF 4130M7 125-14,20240522,32.500,"LB ",0.000
402025,307,AMERICAN ABRASIVES & COAT,P,52428,10.000 3.500 3.250 HF 4130M7 125-14,20240522,32.500,"LB ",0.000
401903,121,"SPECIALTY HEAT TREAT     ",P,52428,10.000 3.500 3.250 HF 4130M7 125-14,20230630,82.917,"LB ",0.251
401905,168,"HDH INSTRUMENTS          ",P,52438,"11.000 4.750 3.125 HF 4340  ANN    ",20230616,33.600,"LB ",5.684
401910,119,"ACCU-TEST LABS           ",P,52439,8.000 1.250 3.375 HF 4140  NQT 300/,20230623,5.750,"LB ",0.000
402073,119,"ACCU-TEST LABS           ",P,52477,"6.500 4.000 1.250 HF 4140 110-125  ",20240809,176.000,"LB ",6.249
402072,307,AMERICAN ABRASIVES & COAT,P,52477,"6.500 4.000 1.250 HF 4140 110-125  ",20240808,176.000,"LB ",6.249
402066,121,"SPECIALTY HEAT TREAT     ",P,52477,"6.500 4.000 1.250 HF 4140 110-125  ",20240816,168.000,"LB ",0.000
401940,121,"SPECIALTY HEAT TREAT     ",P,52477,"6.500 4.000 1.250 HF API P110 QT   ",20231103,210.000,"LB ",0.834
401950,139,"TEXAS HONING             ",P,52486,"15.000 8.500 3.250 HF 8630  NORM   ",20231030,80.000,"LB ",0.000
401954,121,"SPECIALTY HEAT TREAT     ",P,52487,15.000 8.500 3.250 HF 8630 125-140K,20231222,80.667,"LB ",0.583
402088,168,"HDH INSTRUMENTS          ",P,52532,"18.000 6.750 5.625 HF 8630 AR      ",20240919,9.167,"LB ",0.000
401982,168,"HDH INSTRUMENTS          ",P,52532,"18.000 6.750 5.625 HF 8630 AR      ",20240321,15.166,"LB ",0.083
401988,119,"ACCU-TEST LABS           ",P,52533,"20.000 14.000 3.000 HF 4140 110KSI ",20240401,4.583,"LB ",0.000
401986,307,AMERICAN ABRASIVES & COAT,P,52533,"20.000 14.000 3.000 HF 4140 110KSI ",20240328,4.583,"LB ",0.000
401984,121,"SPECIALTY HEAT TREAT     ",P,52533,"20.000 14.000 3.000 HF 4140 110KSI ",20240403,4.583,"LB ",0.000
402095,119,"ACCU-TEST LABS           ",P,52536,"18.000 6.750 5.625 HF 8630 125KSI  ",20241004,8.667,"LB ",0.000
402093,307,AMERICAN ABRASIVES & COAT,P,52536,"18.000 6.750 5.625 HF 8630 125KSI  ",20241003,8.667,"LB ",0.000
402090,121,"SPECIALTY HEAT TREAT     ",P,52536,"18.000 6.750 5.625 HF 8630 125KSI  ",20241011,9.167,"LB ",0.500
401989,119,"ACCU-TEST LABS           ",P,52536,"18.000 6.750 5.625 HF 8630 125KSI  ",20240411,14.583,"LB ",0.000
401985,121,"SPECIALTY HEAT TREAT     ",P,52536,"18.000 6.750 5.625 HF 8630 125KSI  ",20240410,14.583,"LB ",0.000
401987,121,"SPECIALTY HEAT TREAT     ",P,52548,10.000 7.250 1.375 HF 4130M 110-125,20240410,93.937,"LB ",0.187
402003,119,"ACCU-TEST LABS           ",P,52559,"10.500 BAR HF 4130 80 KSI NQT      ",20240506,0.917,"LB ",0.000
402002,119,"ACCU-TEST LABS           ",P,52559,"10.500 BAR HF 4130 80 KSI NQT      ",20240507,0.083,"LB ",0.000
402137,121,"SPECIALTY HEAT TREAT     ",P,52578,"1.250 BAR HF 4340  NQT 341/401     ",20250106,242.000,"LB ",11.083
402010,121,"SPECIALTY HEAT TREAT     ",P,52578,"1.250 BAR HF 4340  NQT 341/401     ",20240517,219.997,"LB ",1.080
402151,168,"HDH INSTRUMENTS          ",P,52580,"17.000 4.750 6.125 HF 8630M NORM   ",20250328,26.167,"LB ",0.000
402011,465,"DEMARCO MACHINE          ",P,52580,"17.000 4.750 6.125 HF 8630M NORM   ",20240511,10.000,"LB ",0.000
402028,121,"SPECIALTY HEAT TREAT     ",P,52592,"2.125 BAR CF 4130 110-140 QT       ",20240611,633.267,"LB ",0.849
402048,121,"SPECIALTY HEAT TREAT     ",P,52608,"6.750 BAR HF 4140 125-140 NQT      ",20240715,115.413,"LB ",0.330
402077,119,"ACCU-TEST LABS           ",P,52626,"7.000 BAR HF 4140 110KSI QT++      ",20240820,1.000,"LB ",0.000
402076,119,"ACCU-TEST LABS           ",P,52626,"7.000 BAR HF 4140 110KSI QT++      ",20240820,1.500,"LB ",0.000
402079,121,"SPECIALTY HEAT TREAT     ",P,52638,"12.750 10.000 1.375 HF 4130M 125++ ",20240912,165.000,"LB ",3.334
402138,119,"ACCU-TEST LABS           ",P,52654,19.500 4.750 7.375 HF F22  80 KSI N,20241226,14.063,"LB ",0.000
402132,121,"SPECIALTY HEAT TREAT     ",P,52654,19.500 4.750 7.375 HF F22  80 KSI N,20241226,15.000,"LB ",0.750
402127,168,"HDH INSTRUMENTS          ",P,52654,19.500 4.750 7.375 HF F22  80 KSI N,20241204,20.000,"LB ",5.000
402103,119,"ACCU-TEST LABS           ",P,52654,19.500 4.750 7.375 HF F22  80 KSI N,20241016,16.834,"LB ",8.167
402101,307,AMERICAN ABRASIVES & COAT,P,52654,19.500 4.750 7.375 HF F22  80 KSI N,20241016,16.834,"LB ",0.000
402089,121,"SPECIALTY HEAT TREAT     ",P,52654,19.500 4.750 7.375 HF F22  80 KSI N,20241014,17.334,"LB ",0.500
402087,465,"DEMARCO MACHINE          ",P,52654,19.500 4.750 7.375 HF F22  80 KSI N,20240919,17.333,"LB ",0.000
402098,119,"ACCU-TEST LABS           ",P,52657,"11.500 BAR HF 8620  AR             ",20241008,9.833,"LB ",0.000
402097,119,"ACCU-TEST LABS           ",P,52657,"11.500 BAR HF 8620  AR             ",20241010,0.500,"LB ",0.000
