IHITEM_ItemNumber,IHTRNT_TransactionType,IHCUST_CustomerCode,CALPHA_CustomerName,SALES_REP_ID_SalesmanCode
50522,IN,489,"MINCO INC                          ",157
50522,IN,157,"NORQUEST INDUSTRIES INC            ",120
50522,IN,602,"TATCO MACHINE & REPAIR INC         ",109
50525,IN,907,"BAKER HUGHES                       ",110
50525,IN,227,"FAITH MANUFACTURING CO INC         ",110
50525,IN,746,"G B INDUSTRY CO LP                 ",157
50525,IN,464,"HIGH TECH MACHINE                  ",157
50526,IN,1006,"AGL MACHINE WORKS                  ",109
50526,IN,860,"BRAVO MACHINING LLC                ",157
50526,IN,1133,"LEVANT METAL ALLOYS TRADING LLC    ",199
50526,IN,212,"TRIG MACHINE INC                   ",110
50528,IN,907,"BAKER HUGHES                       ",110
50528,IN,1226,"BULLDOG TOOL INC                   ",157
50528,IN,374,"D&S MACHINE WORKS INC              ",157
50528,IN,227,"FAITH MANUFACTURING CO INC         ",110
50528,IN,1061,"LONGHORN MACHINE SHOP & MFG LLC    ",157
50528,IN,951,"ODIN HEAVY INDUSTRIES LLC          ",199
50528,IN,1232,"STEEL RIVER MANUFACTURING          ",110
50529,IN,157,"NORQUEST INDUSTRIES INC            ",120
50539,IN,489,"MINCO INC                          ",157
50539,IN,964,"SPOOLTECH                          ",157
50544,IN,227,"FAITH MANUFACTURING CO INC         ",110
50546,IN,189,"HALLIBURTON ENERGY SERVICES        ",106
50546,IN,725,"INNOVEX DOWNHOLE SOLUTIONS INC     ",110
50568,IN,1287,"DON MASHBURN INC                   ",109
50568,IN,337,"NUMERICAL PRECISION INC            ",110
50570,IN,189,"HALLIBURTON ENERGY SERVICES        ",106
50572,IN,508,"COASTAL MACHINE & SUPPLY           ",109
50572,IN,539,"SCHLUMBERGER SINGAPORE             ",199
50573,IN,189,"HALLIBURTON ENERGY SERVICES        ",106
50573,IN,1418,"SMI METAL PRECISION LLC            ",199
50583,IN,907,"BAKER HUGHES                       ",110
50583,IN,679,"DBC MACHINE INC                    ",157
50583,IN,333,"MAGNUM MACHINE & MFG               ",157
50583,IN,1247,"PARCO LLC                          ",199
50583,IN,125,"STREAMLINE INDUSTRIES, LLC         ",109
50595,IN,612,"TEXAS SHAPES LLC                   ",157
50596,IN,408,"OILFIELD STEEL SUPPLY              ",199
50602,IN,821,"P&N MACHINE COMPANY INC            ",157
50603,IN,189,"HALLIBURTON ENERGY SERVICES        ",106
50604,IN,189,"HALLIBURTON ENERGY SERVICES        ",106
50605,IN,1268,"3D MANUFACTURING INC               ",109
50605,IN,1006,"AGL MACHINE WORKS                  ",109
50605,IN,286,"OLYMPIAN MACHINE LLC               ",109
50607,IN,550,"METALCRAFT MANUFACTURING LLC       ",109
50607,IN,235,"RYERSON                            ",199
50607,IN,105,"SUN MANUFACTURING COMPANY          ",157
50607,IN,612,"TEXAS SHAPES LLC                   ",157
50608,IN,1268,"3D MANUFACTURING INC               ",109
50608,IN,1006,"AGL MACHINE WORKS                  ",109
50608,IN,1226,"BULLDOG TOOL INC                   ",157
50608,IN,138,"DIXIE IRON WORKS LTD               ",157
50608,IN,189,"HALLIBURTON ENERGY SERVICES        ",106
50608,IN,157,"NORQUEST INDUSTRIES INC            ",120
50608,IN,1163,"SIGMAHLR                           ",157
50608,IN,602,"TATCO MACHINE & REPAIR INC         ",109
50608,IN,200,"UNIVERSAL MANUFACTURING SERVICES   ",109
50609,IN,753,"HALLIBURTON SINGAPORE              ",199
50614,IN,189,"HALLIBURTON ENERGY SERVICES        ",106
50614,IN,102,"HUNTING ENERGY SERVICES            ",106
50624,IN,907,"BAKER HUGHES                       ",110
50624,IN,561,"US STEEL OILWELL SERVICES LLC      ",157
50625,IN,106,"BENOIT CONNECTORS                  ",109
50625,IN,773,"TURN TEC MACHINE                   ",199
50628,IN,679,"DBC MACHINE INC                    ",157
50633,IN,189,"HALLIBURTON ENERGY SERVICES        ",106
50633,IN,179,"LIBERTY PRECISION COMPANY LLC      ",110
50633,IN,223,"PACKERS PLUS USA                   ",110
50649,IN,1204,"EARLE M JORGENSEN COMPANY          ",199
50650,IN,116,"STEWART TUBULAR PRODUCTS INC       ",110
50656,IN,1006,"AGL MACHINE WORKS                  ",109
50656,IN,189,"HALLIBURTON ENERGY SERVICES        ",106
50656,IN,812,"HUNT AND HUNT LTD                  ",110
50656,IN,1095,"KEJR INC                           ",110
50656,IN,157,"NORQUEST INDUSTRIES INC            ",120
50671,IN,753,"HALLIBURTON SINGAPORE              ",199
50671,IN,195,"K & B INDUSTRIES                   ",106
50684,IN,395,"KAJAN PERFECTION                   ",109
50688,IN,1070,"ALLEN INDUSTRIES                   ",157
50688,IN,679,"DBC MACHINE INC                    ",157
50697,IN,416,"C.T. GASKET & POLYMER CO           ",157
50700,IN,374,"D&S MACHINE WORKS INC              ",157
50700,IN,612,"TEXAS SHAPES LLC                   ",157
50700,IN,443,"WHITLIEJO SPECIALTY COMPANY LLC    ",109
50719,IN,102,"HUNTING ENERGY SERVICES            ",106
50721,IN,691,"KEYSTONE MFG                       ",157
50721,IN,157,"NORQUEST INDUSTRIES INC            ",120
50723,IN,503,"ASAP INDUSTRIES MANUFACTURING LLC  ",109
50723,IN,381,"BLUELINE MANUFACTURING LLC         ",109
50723,IN,270,"VALLEY PERFORATING CO              ",157
50724,IN,157,"NORQUEST INDUSTRIES INC            ",120
50733,IN,753,"HALLIBURTON SINGAPORE              ",199
50735,IN,106,"BENOIT CONNECTORS                  ",109
50736,IN,1268,"3D MANUFACTURING INC               ",109
50736,IN,887,"TEXAS PRECISION MACHINE            ",157
50744,IN,332,"JP STEEL LLC                       ",199
50750,IN,493,"TDK MACHINE INC                    ",157
50759,IN,860,"BRAVO MACHINING LLC                ",157
50759,IN,333,"MAGNUM MACHINE & MFG               ",157
50759,IN,512,"ROY B WHEELER CO INC               ",110
50759,IN,1015,"TALLY PRODUCTION SYSTEMS           ",157
50759,IN,760,"VANOIL COMPLETION SYSTEMS          ",109
50766,IN,679,"DBC MACHINE INC                    ",157
50787,IN,228,"CROSSOVER INC                      ",109
50792,IN,189,"HALLIBURTON ENERGY SERVICES        ",106
50800,IN,223,"PACKERS PLUS USA                   ",110
50821,IN,116,"STEWART TUBULAR PRODUCTS INC       ",110
50831,IN,753,"HALLIBURTON SINGAPORE              ",199
50840,IN,468,"MATHERNE INSTRUMENTATION LLC       ",109
50840,IN,286,"OLYMPIAN MACHINE LLC               ",109
50856,IN,1083,"EARLE M JORGENSEN (CANADA)         ",199
50856,IN,189,"HALLIBURTON ENERGY SERVICES        ",106
50856,IN,102,"HUNTING ENERGY SERVICES            ",106
50856,IN,157,"NORQUEST INDUSTRIES INC            ",120
50863,IN,512,"ROY B WHEELER CO INC               ",110
50864,IN,234,"GRAYLOC PRODUCTS                   ",157
50864,IN,102,"HUNTING ENERGY SERVICES            ",106
50878,IN,907,"BAKER HUGHES                       ",110
50878,IN,1226,"BULLDOG TOOL INC                   ",157
50878,IN,1076,"MAVRIK                             ",110
50879,IN,234,"GRAYLOC PRODUCTS                   ",157
50882,IN,503,"ASAP INDUSTRIES MANUFACTURING LLC  ",109
50882,IN,374,"D&S MACHINE WORKS INC              ",157
50882,IN,828,"OEM MACHINING LLC                  ",157
50887,IN,753,"HALLIBURTON SINGAPORE              ",199
50891,IN,189,"HALLIBURTON ENERGY SERVICES        ",106
50891,IN,1163,"SIGMAHLR                           ",157
50898,IN,557,"CITADEL CASING SOLUTIONS LLC       ",110
50898,IN,189,"HALLIBURTON ENERGY SERVICES        ",106
50898,IN,209,"HOU-TECH MANUFACTURING LLC         ",157
50898,IN,638,"MEGO AFEK SA DE CV                 ",110
50898,IN,157,"NORQUEST INDUSTRIES INC            ",120
50898,IN,1232,"STEEL RIVER MANUFACTURING          ",110
50898,IN,887,"TEXAS PRECISION MACHINE            ",157
50903,IN,381,"BLUELINE MANUFACTURING LLC         ",109
50903,IN,1163,"SIGMAHLR                           ",157
50912,IN,189,"HALLIBURTON ENERGY SERVICES        ",106
50925,IN,1057,"ENGINEERED CUSTOM SOLUTIONS LLC    ",157
50925,IN,1346,"NUMAK CNC MACHINING                ",112
50925,IN,443,"WHITLIEJO SPECIALTY COMPANY LLC    ",109
50934,IN,716,"INDUSTRIAL SCREEN AND MAINTENANCE  ",157
50939,IN,102,"HUNTING ENERGY SERVICES            ",106
50939,IN,157,"NORQUEST INDUSTRIES INC            ",120
50939,IN,512,"ROY B WHEELER CO INC               ",110
50939,IN,443,"WHITLIEJO SPECIALTY COMPANY LLC    ",109
50950,IN,388,"MIC GROUP                          ",110
50957,IN,227,"FAITH MANUFACTURING CO INC         ",110
50957,IN,828,"OEM MACHINING LLC                  ",157
50957,IN,315,"TEXAS ALLOYS & TOOL COMPANY        ",110
50957,IN,219,"TNN MACHINING COMPANY              ",157
50957,IN,443,"WHITLIEJO SPECIALTY COMPANY LLC    ",109
50971,IN,102,"HUNTING ENERGY SERVICES            ",106
50981,IN,381,"BLUELINE MANUFACTURING LLC         ",109
50981,IN,557,"CITADEL CASING SOLUTIONS LLC       ",110
50981,IN,1232,"STEEL RIVER MANUFACTURING          ",110
50995,IN,778,"A E MACHINE WORKS INC              ",157
50995,IN,503,"ASAP INDUSTRIES MANUFACTURING LLC  ",109
50995,IN,907,"BAKER HUGHES                       ",110
50995,IN,615,"CACTUS WELLHEAD LLC                ",157
51013,IN,1006,"AGL MACHINE WORKS                  ",109
51026,IN,138,"DIXIE IRON WORKS LTD               ",157
51031,IN,157,"NORQUEST INDUSTRIES INC            ",120
51046,IN,234,"GRAYLOC PRODUCTS                   ",157
51046,IN,612,"TEXAS SHAPES LLC                   ",157
51063,IN,286,"OLYMPIAN MACHINE LLC               ",109
51066,IN,131,"CNC MANUFACTURING                  ",110
51066,IN,189,"HALLIBURTON ENERGY SERVICES        ",106
51066,IN,195,"K & B INDUSTRIES                   ",106
51066,IN,966,"LE PRECISION MANUFACTURING         ",157
51066,IN,1061,"LONGHORN MACHINE SHOP & MFG LLC    ",157
51066,IN,157,"NORQUEST INDUSTRIES INC            ",120
51070,IN,592,"STEEL ALLOYS & SVCS                ",199
51102,IN,610,"ABCD PRECISION INC                 ",157
51103,IN,499,"CAJUN MFG LLC                      ",109
51104,IN,986,"A9 MANUFACTURING INC               ",157
51104,IN,825,"STELLA TOOL RENTAL LLC             ",157
51104,IN,355,"TOP TECH INDUSTRIES LTD            ",120
51107,IN,381,"BLUELINE MANUFACTURING LLC         ",109
51110,IN,1329,"QSD MANUFACTURING INC              ",157
51117,IN,179,"LIBERTY PRECISION COMPANY LLC      ",110
51117,IN,286,"OLYMPIAN MACHINE LLC               ",109
51126,IN,969,"ALART TOOL & DIE INC               ",110
51126,IN,102,"HUNTING ENERGY SERVICES            ",106
51126,IN,235,"RYERSON                            ",199
51126,IN,162,"TEJAS TUBULAR PRODUCTS INC         ",110
51129,IN,773,"TURN TEC MACHINE                   ",199
51133,IN,907,"BAKER HUGHES                       ",110
51133,IN,679,"DBC MACHINE INC                    ",157
51133,IN,102,"HUNTING ENERGY SERVICES            ",106
51133,IN,512,"ROY B WHEELER CO INC               ",110
51133,IN,118,"SERVICE MACHINE & SUPPLY INC       ",109
51133,IN,1015,"TALLY PRODUCTION SYSTEMS           ",157
51143,IN,162,"TEJAS TUBULAR PRODUCTS INC         ",110
51145,IN,636,"AEROLIFT MACHINE LLC               ",110
51145,IN,406,"TAYLOR OILFIELD MANUFACTURING INC  ",157
51151,IN,464,"HIGH TECH MACHINE                  ",157
51153,IN,195,"K & B INDUSTRIES                   ",106
51153,IN,179,"LIBERTY PRECISION COMPANY LLC      ",110
51153,IN,116,"STEWART TUBULAR PRODUCTS INC       ",110
51154,IN,206,"AF GLOBAL CORPORATION              ",157
51154,IN,286,"OLYMPIAN MACHINE LLC               ",109
51154,IN,235,"RYERSON                            ",199
51154,IN,565,"STABILTEC DOWNHOLE TOOLS LLC       ",109
51181,IN,179,"LIBERTY PRECISION COMPANY LLC      ",110
51182,IN,464,"HIGH TECH MACHINE                  ",157
51183,IN,235,"RYERSON                            ",199
51188,IN,381,"BLUELINE MANUFACTURING LLC         ",109
51188,IN,557,"CITADEL CASING SOLUTIONS LLC       ",110
51188,IN,1076,"MAVRIK                             ",110
51188,IN,561,"US STEEL OILWELL SERVICES LLC      ",157
51199,IN,1268,"3D MANUFACTURING INC               ",109
51199,IN,381,"BLUELINE MANUFACTURING LLC         ",109
51199,IN,807,"DUNCAN MACHINE PRODUCTS INC        ",110
51199,IN,471,"HICKS MACHINE SHOP INC             ",109
51199,IN,828,"OEM MACHINING LLC                  ",157
51200,IN,116,"STEWART TUBULAR PRODUCTS INC       ",110
51202,IN,499,"CAJUN MFG LLC                      ",109
51202,IN,399,"RENEGADE OIL TOOLS                 ",109
51204,IN,499,"CAJUN MFG LLC                      ",109
51204,IN,508,"COASTAL MACHINE & SUPPLY           ",109
51204,IN,408,"OILFIELD STEEL SUPPLY              ",199
51204,IN,406,"TAYLOR OILFIELD MANUFACTURING INC  ",157
51204,IN,486,"TOMAHAWK DOWNHOLE LLC              ",109
51210,IN,1415,B&J MACHINE WORKS OF SHREVEPORT LLC,109
51210,IN,550,"METALCRAFT MANUFACTURING LLC       ",109
51210,IN,406,"TAYLOR OILFIELD MANUFACTURING INC  ",157
51215,IN,227,"FAITH MANUFACTURING CO INC         ",110
51215,IN,234,"GRAYLOC PRODUCTS                   ",157
51215,IN,189,"HALLIBURTON ENERGY SERVICES        ",106
51215,IN,753,"HALLIBURTON SINGAPORE              ",199
51215,IN,102,"HUNTING ENERGY SERVICES            ",106
51215,IN,157,"NORQUEST INDUSTRIES INC            ",120
51223,IN,500,"OFFSHORE CNC LLC                   ",157
51238,IN,1006,"AGL MACHINE WORKS                  ",109
51238,IN,907,"BAKER HUGHES                       ",110
51238,IN,557,"CITADEL CASING SOLUTIONS LLC       ",110
51238,IN,189,"HALLIBURTON ENERGY SERVICES        ",106
51243,IN,1368,"CDI ENERGY PRODUCTS PTE LTD        ",199
51243,IN,157,"NORQUEST INDUSTRIES INC            ",120
51244,IN,580,RMC RELIABLE MACHINISTS CORPORATION,110
51257,IN,851,"COMMAND TUBULAR PRODUCTS LLC       ",157
51257,IN,189,"HALLIBURTON ENERGY SERVICES        ",106
51270,IN,807,"DUNCAN MACHINE PRODUCTS INC        ",110
51272,IN,157,"NORQUEST INDUSTRIES INC            ",120
51275,IN,763,"TILCO MACHINE WORKS INC            ",157
51279,IN,464,"HIGH TECH MACHINE                  ",157
51279,IN,966,"LE PRECISION MANUFACTURING         ",157
51282,IN,860,"BRAVO MACHINING LLC                ",157
51283,IN,753,"HALLIBURTON SINGAPORE              ",199
51283,IN,725,"INNOVEX DOWNHOLE SOLUTIONS INC     ",110
51283,IN,195,"K & B INDUSTRIES                   ",106
51283,IN,337,"NUMERICAL PRECISION INC            ",110
51291,IN,170,"AMERICAN PIPING PRODUCTS           ",199
51294,IN,725,"INNOVEX DOWNHOLE SOLUTIONS INC     ",110
51297,IN,669,"GULF MANUFACTURING LLC             ",157
51312,IN,381,"BLUELINE MANUFACTURING LLC         ",109
51318,IN,189,"HALLIBURTON ENERGY SERVICES        ",106
51318,IN,195,"K & B INDUSTRIES                   ",106
51328,IN,419,"FRONTIER OIL TOOLS LLC             ",157
51328,IN,602,"TATCO MACHINE & REPAIR INC         ",109
51329,IN,102,"HUNTING ENERGY SERVICES            ",106
51331,IN,1260,"SCHULTE MACHINE WORKS INC          ",199
51363,IN,227,"FAITH MANUFACTURING CO INC         ",110
51368,IN,189,"HALLIBURTON ENERGY SERVICES        ",106
51392,IN,130,"RONAL EQUIPMENT INC                ",157
51399,IN,235,"RYERSON                            ",199
51403,IN,907,"BAKER HUGHES                       ",110
51403,IN,679,"DBC MACHINE INC                    ",157
51403,IN,807,"DUNCAN MACHINE PRODUCTS INC        ",110
51403,IN,1178,"GMU DOWNHOLE TOOL CORP             ",157
51403,IN,179,"LIBERTY PRECISION COMPANY LLC      ",110
51403,IN,157,"NORQUEST INDUSTRIES INC            ",120
51403,IN,893,"ROMTEX ENTERPRISES INC             ",157
51403,IN,200,"UNIVERSAL MANUFACTURING SERVICES   ",109
51413,IN,206,"AF GLOBAL CORPORATION              ",157
51421,IN,1261,"ACCUWELD INC                       ",157
51421,IN,131,"CNC MANUFACTURING                  ",110
51421,IN,102,"HUNTING ENERGY SERVICES            ",106
51421,IN,468,"MATHERNE INSTRUMENTATION LLC       ",109
51421,IN,500,"OFFSHORE CNC LLC                   ",157
51428,IN,637,"MACHINE SPECIALTY & MFG INC        ",109
51440,IN,102,"HUNTING ENERGY SERVICES            ",106
51440,IN,443,"WHITLIEJO SPECIALTY COMPANY LLC    ",109
51444,IN,102,"HUNTING ENERGY SERVICES            ",106
51444,IN,592,"STEEL ALLOYS & SVCS                ",199
51460,IN,872,"NEECO INDUSTRIES INC               ",157
51465,IN,131,"CNC MANUFACTURING                  ",110
51465,IN,443,"WHITLIEJO SPECIALTY COMPANY LLC    ",109
51471,IN,227,"FAITH MANUFACTURING CO INC         ",110
51471,IN,102,"HUNTING ENERGY SERVICES            ",106
51471,IN,133,"NIFER MACHINE SHOP                 ",157
51471,IN,1344,"RONCO MACHINE & MANUFACTURING INC  ",157
51472,IN,189,"HALLIBURTON ENERGY SERVICES        ",106
51473,IN,189,"HALLIBURTON ENERGY SERVICES        ",106
51486,IN,753,"HALLIBURTON SINGAPORE              ",199
51493,IN,778,"A E MACHINE WORKS INC              ",157
51493,IN,753,"HALLIBURTON SINGAPORE              ",199
51493,IN,1008,"RAM ALLOYS LLC                     ",157
51495,IN,753,"HALLIBURTON SINGAPORE              ",199
51496,IN,189,"HALLIBURTON ENERGY SERVICES        ",106
51502,IN,553,"NORTHWEST MACHINE INC              ",110
51503,IN,636,"AEROLIFT MACHINE LLC               ",110
51503,IN,907,"BAKER HUGHES                       ",110
51503,IN,381,"BLUELINE MANUFACTURING LLC         ",109
51503,IN,102,"HUNTING ENERGY SERVICES            ",106
51506,IN,1012,"ALTA TUBE AND BAR INC              ",120
51506,IN,503,"ASAP INDUSTRIES MANUFACTURING LLC  ",109
51506,IN,138,"DIXIE IRON WORKS LTD               ",157
51506,IN,189,"HALLIBURTON ENERGY SERVICES        ",106
51507,IN,753,"HALLIBURTON SINGAPORE              ",199
51520,IN,1012,"ALTA TUBE AND BAR INC              ",120
51520,IN,655,"TEXAS INTERNATIONAL OILFIELD TOOLS ",110
51527,IN,189,"HALLIBURTON ENERGY SERVICES        ",106
51527,IN,753,"HALLIBURTON SINGAPORE              ",199
51546,IN,907,"BAKER HUGHES                       ",110
51553,IN,753,"HALLIBURTON SINGAPORE              ",199
51572,IN,725,"INNOVEX DOWNHOLE SOLUTIONS INC     ",110
51576,IN,1012,"ALTA TUBE AND BAR INC              ",120
51576,IN,755,"ELITE TURN INC                     ",157
51576,IN,746,"G B INDUSTRY CO LP                 ",157
51591,IN,311,"FREDERICK'S MACHINE AND TOOL SHOP  ",109
51591,IN,189,"HALLIBURTON ENERGY SERVICES        ",106
51592,IN,1070,"ALLEN INDUSTRIES                   ",157
51592,IN,679,"DBC MACHINE INC                    ",157
51592,IN,157,"NORQUEST INDUSTRIES INC            ",120
51615,IN,189,"HALLIBURTON ENERGY SERVICES        ",106
51640,IN,1226,"BULLDOG TOOL INC                   ",157
51641,IN,219,"TNN MACHINING COMPANY              ",157
51642,IN,102,"HUNTING ENERGY SERVICES            ",106
51657,IN,189,"HALLIBURTON ENERGY SERVICES        ",106
51657,IN,184,"WIRELINE PRODUCTS & SUPPLY         ",110
51667,IN,317,"GULF COAST METAL SALES             ",199
51677,IN,381,"BLUELINE MANUFACTURING LLC         ",109
51683,IN,381,"BLUELINE MANUFACTURING LLC         ",109
51686,IN,189,"HALLIBURTON ENERGY SERVICES        ",106
51688,IN,104,"ENVENTURE GLOBAL TECHNOLOGY        ",110
51709,IN,105,"SUN MANUFACTURING COMPANY          ",157
51710,IN,907,"BAKER HUGHES                       ",110
51723,IN,860,"BRAVO MACHINING LLC                ",157
51723,IN,557,"CITADEL CASING SOLUTIONS LLC       ",110
51725,IN,1140,"BLACON MACHINE                     ",157
51727,IN,964,"SPOOLTECH                          ",157
51735,IN,636,"AEROLIFT MACHINE LLC               ",110
51757,IN,1381,"LIBERTY LIFT SOLUTIONS LLC         ",109
51757,IN,1346,"NUMAK CNC MACHINING                ",112
51757,IN,785,"PRECISION OF NEW HAMPTON           ",199
51766,IN,189,"HALLIBURTON ENERGY SERVICES        ",106
51769,IN,102,"HUNTING ENERGY SERVICES            ",106
51769,IN,195,"K & B INDUSTRIES                   ",106
51772,IN,189,"HALLIBURTON ENERGY SERVICES        ",106
51772,IN,157,"NORQUEST INDUSTRIES INC            ",120
51775,IN,1006,"AGL MACHINE WORKS                  ",109
51775,IN,907,"BAKER HUGHES                       ",110
51775,IN,106,"BENOIT CONNECTORS                  ",109
51775,IN,381,"BLUELINE MANUFACTURING LLC         ",109
51781,IN,1261,"ACCUWELD INC                       ",157
51781,IN,381,"BLUELINE MANUFACTURING LLC         ",109
51781,IN,867,"ORION MACHINING AND DESIGN INC     ",120
51781,IN,184,"WIRELINE PRODUCTS & SUPPLY         ",110
51796,IN,227,"FAITH MANUFACTURING CO INC         ",110
51801,IN,1226,"BULLDOG TOOL INC                   ",157
51801,IN,189,"HALLIBURTON ENERGY SERVICES        ",106
51801,IN,817,"SYNERGY MACHINE LLC                ",110
51807,IN,227,"FAITH MANUFACTURING CO INC         ",110
51807,IN,179,"LIBERTY PRECISION COMPANY LLC      ",110
51808,IN,1006,"AGL MACHINE WORKS                  ",109
51808,IN,176,"ALLAMON TOOL COMPANY INC           ",110
51808,IN,499,"CAJUN MFG LLC                      ",109
51809,IN,1006,"AGL MACHINE WORKS                  ",109
51810,IN,557,"CITADEL CASING SOLUTIONS LLC       ",110
51810,IN,102,"HUNTING ENERGY SERVICES            ",106
51811,IN,1006,"AGL MACHINE WORKS                  ",109
51811,IN,638,"MEGO AFEK SA DE CV                 ",110
51818,IN,725,"INNOVEX DOWNHOLE SOLUTIONS INC     ",110
51819,IN,644,"BREAUX MACHINE WORKS LP            ",157
51819,IN,1090,"P.E.M. TOOLING INC                 ",199
51819,IN,235,"RYERSON                            ",199
51823,IN,379,"AUTOMATIC PRODUCTS CORPORATION     ",110
51823,IN,189,"HALLIBURTON ENERGY SERVICES        ",106
51823,IN,489,"MINCO INC                          ",157
51823,IN,1409,"ULTRA CORPOTECH PVT LTD            ",199
51824,IN,1012,"ALTA TUBE AND BAR INC              ",120
51831,IN,691,"KEYSTONE MFG                       ",157
51831,IN,901,"KIRBY PRECISION MACHINE LLC        ",110
51834,IN,189,"HALLIBURTON ENERGY SERVICES        ",106
51841,IN,725,"INNOVEX DOWNHOLE SOLUTIONS INC     ",110
51842,IN,725,"INNOVEX DOWNHOLE SOLUTIONS INC     ",110
51843,IN,379,"AUTOMATIC PRODUCTS CORPORATION     ",110
51843,IN,773,"TURN TEC MACHINE                   ",199
51844,IN,333,"MAGNUM MACHINE & MFG               ",157
51845,IN,195,"K & B INDUSTRIES                   ",106
51846,IN,636,"AEROLIFT MACHINE LLC               ",110
51846,IN,907,"BAKER HUGHES                       ",110
51846,IN,753,"HALLIBURTON SINGAPORE              ",199
51848,IN,557,"CITADEL CASING SOLUTIONS LLC       ",110
51848,IN,918,"FRANKLIN MACHINE & GEAR            ",157
51848,IN,102,"HUNTING ENERGY SERVICES            ",106
51848,IN,195,"K & B INDUSTRIES                   ",106
51848,IN,286,"OLYMPIAN MACHINE LLC               ",109
51851,IN,615,"CACTUS WELLHEAD LLC                ",157
51853,IN,539,"SCHLUMBERGER SINGAPORE             ",199
51854,IN,227,"FAITH MANUFACTURING CO INC         ",110
51857,IN,189,"HALLIBURTON ENERGY SERVICES        ",106
51872,IN,508,"COASTAL MACHINE & SUPPLY           ",109
51887,IN,381,"BLUELINE MANUFACTURING LLC         ",109
51887,IN,753,"HALLIBURTON SINGAPORE              ",199
51887,IN,966,"LE PRECISION MANUFACTURING         ",157
51887,IN,406,"TAYLOR OILFIELD MANUFACTURING INC  ",157
51891,IN,557,"CITADEL CASING SOLUTIONS LLC       ",110
51904,IN,1029,"ENERGY ALLOYS PTE LTD              ",199
51917,IN,381,"BLUELINE MANUFACTURING LLC         ",109
51919,IN,227,"FAITH MANUFACTURING CO INC         ",110
51919,IN,723,"WILLS PRECISION MFG INC            ",157
51920,IN,1219,"HUDCO                              ",157
51923,IN,753,"HALLIBURTON SINGAPORE              ",199
51929,IN,131,"CNC MANUFACTURING                  ",110
51930,IN,907,"BAKER HUGHES                       ",110
51930,IN,381,"BLUELINE MANUFACTURING LLC         ",109
51930,IN,1226,"BULLDOG TOOL INC                   ",157
51947,IN,648,"GEMAK SA DE CV                     ",199
51947,IN,471,"HICKS MACHINE SHOP INC             ",109
51947,IN,333,"MAGNUM MACHINE & MFG               ",157
51949,IN,286,"OLYMPIAN MACHINE LLC               ",109
51959,IN,235,"RYERSON                            ",199
51959,IN,1064,"SPINDLETOP MACHINE WORKS & TECH    ",157
51966,IN,227,"FAITH MANUFACTURING CO INC         ",110
51974,IN,797,"CTK MANUFACTURING                  ",157
51974,IN,828,"OEM MACHINING LLC                  ",157
51974,IN,493,"TDK MACHINE INC                    ",157
51977,IN,189,"HALLIBURTON ENERGY SERVICES        ",106
51979,IN,887,"TEXAS PRECISION MACHINE            ",157
51985,IN,189,"HALLIBURTON ENERGY SERVICES        ",106
51986,IN,1110,"DRILFORMANCE LLC                   ",110
51986,IN,547,"GULF COAST MFG LLC                 ",109
51986,IN,189,"HALLIBURTON ENERGY SERVICES        ",106
51996,IN,102,"HUNTING ENERGY SERVICES            ",106
51996,IN,966,"LE PRECISION MANUFACTURING         ",157
51999,IN,636,"AEROLIFT MACHINE LLC               ",110
51999,IN,381,"BLUELINE MANUFACTURING LLC         ",109
51999,IN,471,"HICKS MACHINE SHOP INC             ",109
51999,IN,333,"MAGNUM MACHINE & MFG               ",157
51999,IN,486,"TOMAHAWK DOWNHOLE LLC              ",109
52007,IN,907,"BAKER HUGHES                       ",110
52013,IN,408,"OILFIELD STEEL SUPPLY              ",199
52015,IN,333,"MAGNUM MACHINE & MFG               ",157
52016,IN,557,"CITADEL CASING SOLUTIONS LLC       ",110
52016,IN,286,"OLYMPIAN MACHINE LLC               ",109
52016,IN,501,"SPECIAL METALS INC                 ",199
52017,IN,753,"HALLIBURTON SINGAPORE              ",199
52020,IN,591,"D&J MACHINE WORKS                  ",110
52020,IN,333,"MAGNUM MACHINE & MFG               ",157
52026,IN,189,"HALLIBURTON ENERGY SERVICES        ",106
52028,IN,1008,"RAM ALLOYS LLC                     ",157
52030,IN,725,"INNOVEX DOWNHOLE SOLUTIONS INC     ",110
52030,IN,1417,"TEI ALSIM SANAYI TICARET AS        ",199
52031,IN,1211,"CORETRAX AMERICAS LTD              ",110
52031,IN,1403,"LV CNC LLC                         ",199
52034,IN,557,"CITADEL CASING SOLUTIONS LLC       ",110
52036,IN,1268,"3D MANUFACTURING INC               ",109
52036,IN,636,"AEROLIFT MACHINE LLC               ",110
52039,IN,1268,"3D MANUFACTURING INC               ",109
52039,IN,1226,"BULLDOG TOOL INC                   ",157
52039,IN,901,"KIRBY PRECISION MACHINE LLC        ",110
52040,IN,901,"KIRBY PRECISION MACHINE LLC        ",110
52041,IN,907,"BAKER HUGHES                       ",110
52042,IN,1006,"AGL MACHINE WORKS                  ",109
52043,IN,508,"COASTAL MACHINE & SUPPLY           ",109
52044,IN,1076,"MAVRIK                             ",110
52047,IN,189,"HALLIBURTON ENERGY SERVICES        ",106
52048,IN,102,"HUNTING ENERGY SERVICES            ",106
52049,IN,1133,"LEVANT METAL ALLOYS TRADING LLC    ",199
